Property_ID,MSZoning,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2
269,RM,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm
270,RL,Pave,No_Feature,IR1,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm
271,FV,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm
272,RL,Pave,No_Feature,IR1,Low,AllPub,CulDSac,Sev,ClearCr,Norm,Norm
273,RL,Pave,No_Feature,IR1,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm
274,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm
275,RL,Pave,No_Feature,Reg,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,Norm
276,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm
277,RL,Pave,No_Feature,IR1,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm
278,RL,Pave,No_Feature,Reg,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm
279,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm
280,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,ClearCr,Norm,Norm
281,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm
282,FV,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm
283,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm
284,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Feedr,Norm
285,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm
286,FV,Pave,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm
287,RL,Pave,No_Feature,IR1,Bnk,AllPub,Inside,Gtl,NAmes,Norm,Norm
288,RL,Pave,No_Feature,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm
289,RL,Pave,No_Feature,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm
290,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,RRAn,Norm
291,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm
292,RL,Pave,Grvl,Reg,Bnk,AllPub,Inside,Gtl,SWISU,Norm,Norm
293,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm
294,RL,Pave,No_Feature,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,PosA,Norm
295,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm
296,RL,Pave,No_Feature,IR1,Lvl,AllPub,CulDSac,Gtl,Mitchel,Norm,Norm
297,RM,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm
298,FV,Pave,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm
299,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm
300,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm
301,RL,Pave,No_Feature,Reg,Lvl,AllPub,Corner,Gtl,Crawfor,Norm,Norm
302,RL,Pave,No_Feature,IR3,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm
303,RL,Pave,No_Feature,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm
304,RL,Pave,No_Feature,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm
305,RM,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm
306,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm
307,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Feedr,Norm
308,RM,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,IDOTRR,Artery,Norm
309,RL,Pave,No_Feature,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm
310,RL,Pave,No_Feature,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm
311,RL,Pave,No_Feature,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm
312,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm
313,RM,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm
314,RL,Pave,No_Feature,IR3,Low,AllPub,Inside,Sev,Timber,Norm,Norm
315,RM,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm
316,RL,Pave,No_Feature,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm
317,RL,Pave,No_Feature,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,Norm,Norm
318,FV,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm
319,RL,Pave,No_Feature,Reg,Low,AllPub,Inside,Mod,NoRidge,Norm,Norm
320,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm
321,RL,Pave,No_Feature,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm
322,RL,Pave,No_Feature,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm
323,RL,Pave,No_Feature,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm
324,RM,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm
325,RL,Pave,No_Feature,Reg,Lvl,AllPub,Corner,Gtl,NAmes,PosN,Norm
326,RM,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,RRAe,Norm
327,RL,Pave,No_Feature,IR1,Lvl,AllPub,CulDSac,Gtl,Veenker,Norm,Norm
328,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm
329,RL,Pave,Pave,IR1,Bnk,AllPub,Inside,Gtl,BrkSide,PosN,Norm
330,RM,Pave,No_Feature,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,Norm
331,RL,Pave,No_Feature,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm
332,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm
333,RL,Pave,No_Feature,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm
334,RM,Pave,No_Feature,Reg,Lvl,AllPub,FR3,Gtl,NridgHt,Norm,Norm
335,RL,Pave,No_Feature,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm
336,RL,Grvl,No_Feature,IR1,HLS,AllPub,Corner,Sev,Timber,Norm,Norm
337,RL,Pave,No_Feature,IR1,HLS,AllPub,Corner,Gtl,StoneBr,Norm,Norm
338,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm
339,RL,Pave,No_Feature,Reg,Lvl,AllPub,Corner,Gtl,NWAmes,Norm,Norm
340,RL,Pave,No_Feature,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm
341,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm
342,RH,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Feedr,Norm
343,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm
344,RL,Pave,No_Feature,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm
345,RM,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm
346,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,RRAn,Norm
347,RL,Pave,No_Feature,IR1,Lvl,AllPub,CulDSac,Gtl,NAmes,Norm,Norm
348,RL,Pave,No_Feature,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm
349,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm
350,RL,Pave,No_Feature,IR2,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm
351,RL,Pave,No_Feature,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm
352,RL,Pave,No_Feature,IR1,Low,AllPub,Inside,Mod,ClearCr,Norm,Norm
353,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Artery,Norm
354,RM,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm
355,RL,Pave,No_Feature,Reg,Bnk,AllPub,Inside,Gtl,SWISU,Norm,Norm
356,RL,Pave,No_Feature,IR2,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm
357,RL,Pave,No_Feature,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm
358,RM,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm
359,RL,Pave,No_Feature,IR1,Lvl,AllPub,Inside,Gtl,ClearCr,Norm,Norm
360,RL,Pave,No_Feature,IR1,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm
361,RL,Pave,No_Feature,IR1,Lvl,AllPub,CulDSac,Gtl,Mitchel,Norm,Norm
362,RL,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm
363,RL,Pave,No_Feature,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm
364,RM,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm
365,RL,Pave,No_Feature,IR1,Lvl,AllPub,FR2,Gtl,NWAmes,Norm,Norm
366,RM,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm
367,RL,Pave,No_Feature,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm
368,RL,Pave,No_Feature,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm
369,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm
370,RL,Pave,No_Feature,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm
371,RL,Pave,No_Feature,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm
372,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,ClearCr,Feedr,Norm
373,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm
374,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm
375,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm
376,RL,Pave,No_Feature,IR1,Low,AllPub,Inside,Sev,Edwards,Norm,Norm
377,RL,Pave,No_Feature,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm
378,FV,Pave,No_Feature,IR1,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm
379,RL,Pave,No_Feature,Reg,Lvl,AllPub,Corner,Gtl,StoneBr,Norm,Norm
380,RL,Pave,No_Feature,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,RRAn,Norm
381,RL,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm
382,FV,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm
383,RL,Pave,No_Feature,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm
384,RH,Pave,No_Feature,Reg,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm
385,RL,Pave,No_Feature,IR2,Low,AllPub,Corner,Mod,ClearCr,Feedr,Norm
386,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm
387,RL,Pave,No_Feature,Reg,Lvl,AllPub,FR2,Gtl,Edwards,Feedr,Norm
388,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm
389,RL,Pave,No_Feature,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm
390,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm
391,RL,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm
392,RL,Pave,No_Feature,IR1,Lvl,AllPub,CulDSac,Gtl,Mitchel,Norm,Norm
393,RL,Pave,No_Feature,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm
394,RL,Pave,No_Feature,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Feedr,Norm
395,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm
396,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm
397,RL,Pave,No_Feature,Reg,Low,AllPub,Inside,Gtl,CollgCr,Norm,Norm
398,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,NAmes,PosN,Norm
399,RM,Pave,No_Feature,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,Norm
400,FV,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm
401,RL,Pave,No_Feature,IR2,Lvl,AllPub,Inside,Gtl,Veenker,Norm,Norm
402,RL,Pave,No_Feature,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm
403,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm
404,RL,Pave,No_Feature,Reg,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm
405,RL,Pave,No_Feature,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm
406,RL,Pave,No_Feature,IR1,Lvl,AllPub,Corner,Gtl,Sawyer,Feedr,Norm
407,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm
408,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm
409,RL,Pave,No_Feature,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm
410,FV,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm
411,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm
412,RL,Pave,No_Feature,Reg,Bnk,AllPub,Inside,Gtl,Gilbert,Norm,Norm
413,FV,Pave,No_Feature,IR2,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm
414,RM,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm
415,RL,Pave,No_Feature,IR2,Lvl,AllPub,CulDSac,Gtl,SawyerW,Norm,Norm
416,RL,Pave,No_Feature,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm
417,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm
418,RL,Pave,No_Feature,IR1,Lvl,AllPub,Inside,Gtl,Crawfor,Feedr,Norm
419,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm
420,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm
421,RM,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm
422,RL,Pave,No_Feature,IR1,Lvl,AllPub,FR2,Gtl,NWAmes,Norm,Norm
423,RL,Pave,No_Feature,Reg,HLS,AllPub,Inside,Mod,Mitchel,Artery,Norm
424,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm
425,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm
426,RM,Pave,Grvl,Reg,HLS,AllPub,Inside,Gtl,OldTown,Norm,Norm
427,RL,Pave,No_Feature,Reg,Low,AllPub,Inside,Mod,SawyerW,Norm,Norm
428,RL,Pave,No_Feature,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm
429,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm
430,RL,Pave,No_Feature,IR1,Lvl,AllPub,Corner,Gtl,Timber,Norm,Norm
431,RM,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm
432,RM,Pave,No_Feature,IR1,Bnk,AllPub,Inside,Gtl,OldTown,Feedr,Norm
433,RM,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm
434,RL,Pave,No_Feature,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm
435,RM,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm
436,RL,Pave,No_Feature,IR2,Lvl,AllPub,CulDSac,Gtl,CollgCr,PosN,Norm
437,RM,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm
438,RM,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm
439,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm
440,RL,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm
441,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm
442,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm
443,RM,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm
444,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm
445,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm
446,RL,Pave,No_Feature,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm
447,RL,Pave,No_Feature,IR1,Lvl,AllPub,Corner,Gtl,NAmes,PosA,Norm
448,RL,Pave,No_Feature,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm
449,RM,Pave,No_Feature,Reg,Bnk,AllPub,Inside,Gtl,IDOTRR,Norm,Norm
450,RM,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm
451,RM,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm
452,RL,Pave,No_Feature,IR1,Low,AllPub,Inside,Mod,ClearCr,Norm,Norm
453,RL,Pave,No_Feature,IR1,Lvl,AllPub,Corner,Gtl,Timber,Norm,Norm
454,FV,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm
455,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm
456,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm
457,RM,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm
458,RL,Pave,No_Feature,IR1,Low,AllPub,CulDSac,Mod,ClearCr,Norm,Norm
459,RM,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm
460,RL,Pave,No_Feature,IR1,Bnk,AllPub,Corner,Gtl,BrkSide,Norm,Norm
461,FV,Pave,No_Feature,IR1,Lvl,AllPub,Inside,Gtl,Somerst,RRAn,Norm
462,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Feedr,Norm
463,RL,Pave,No_Feature,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm
464,RL,Pave,No_Feature,IR1,HLS,AllPub,Inside,Mod,Crawfor,Norm,Norm
465,RL,Pave,No_Feature,Reg,HLS,AllPub,Inside,Mod,CollgCr,Norm,Norm
466,RM,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm
467,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm
468,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Artery,Norm
469,RL,Pave,No_Feature,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm
470,RL,Pave,No_Feature,IR1,Lvl,AllPub,Corner,Gtl,SawyerW,RRNe,Norm
471,RL,Pave,No_Feature,IR1,Lvl,AllPub,Corner,Gtl,StoneBr,Norm,Norm
472,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,PosA,Norm
473,RM,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm
474,RL,Pave,No_Feature,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm
475,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm
476,RL,Pave,No_Feature,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm
477,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Mod,CollgCr,Norm,Norm
478,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm
479,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm
480,RM,Pave,No_Feature,Reg,Bnk,AllPub,Inside,Gtl,OldTown,Norm,Norm
481,RL,Pave,No_Feature,IR1,Lvl,AllPub,FR2,Gtl,NridgHt,Norm,Norm
482,RL,Pave,No_Feature,IR1,HLS,AllPub,Inside,Gtl,NridgHt,Norm,Norm
483,RM,Pave,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm
484,RM,Pave,No_Feature,Reg,Lvl,AllPub,FR2,Gtl,Mitchel,Norm,Norm
485,RL,Pave,No_Feature,IR1,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm
486,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm
487,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm
488,RL,Pave,No_Feature,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm
489,RL,Pave,No_Feature,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm
490,RM,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm
491,RM,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm
492,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Artery,Norm
493,RL,Pave,No_Feature,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm
494,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm
495,RM,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm
496,C (all),Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm
497,RL,Pave,No_Feature,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm
498,RL,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm
499,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm
500,RL,Pave,No_Feature,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm
501,RM,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm
502,FV,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm
503,RL,Pave,No_Feature,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Feedr,Norm
504,RL,Pave,No_Feature,IR1,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm
505,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,NPkVill,Norm,Norm
506,RM,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm
507,RL,Pave,No_Feature,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm
508,FV,Pave,No_Feature,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm
509,RM,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm
510,RL,Pave,No_Feature,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm
511,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm
512,RL,Pave,No_Feature,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm
513,RL,Pave,No_Feature,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Feedr,Norm
514,RL,Pave,No_Feature,Reg,Bnk,AllPub,Corner,Gtl,Mitchel,Norm,Norm
515,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm
516,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm
517,RL,Pave,No_Feature,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,Norm,Norm
518,RL,Pave,No_Feature,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm
519,RL,Pave,No_Feature,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm
520,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm
521,RL,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm
522,RL,Pave,No_Feature,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Feedr,Norm
523,RM,Pave,No_Feature,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Feedr,Norm
524,RL,Pave,No_Feature,IR1,Bnk,AllPub,Inside,Gtl,Edwards,PosN,PosN
525,RL,Pave,No_Feature,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm
526,FV,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm
527,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm
528,RL,Pave,No_Feature,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm
529,RL,Pave,No_Feature,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm
530,RL,Pave,No_Feature,IR1,Lvl,AllPub,CulDSac,Gtl,Crawfor,Norm,Norm
531,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm
532,RM,Pave,No_Feature,IR1,Lvl,AllPub,FR3,Gtl,BrkSide,RRNn,Feedr
533,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm
534,RL,Pave,No_Feature,Reg,Low,AllPub,Inside,Mod,BrkSide,Norm,Norm
535,RL,Pave,No_Feature,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm
536,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm
537,RL,Pave,No_Feature,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm
538,RL,Pave,No_Feature,IR1,Lvl,AllPub,FR2,Gtl,NAmes,Norm,Norm
