Property_ID,TotalBsmtSF,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,BsmtFullBath,BsmtHalfBath,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2
419,756,312,0,444,1,0,TA,TA,No,ALQ,Unf
420,1056,775,0,281,1,0,TA,TA,No,BLQ,Unf
421,1344,1309,0,35,2,0,Gd,Gd,Gd,GLQ,Unf
422,1602,1246,0,356,0,1,Gd,TA,No,ALQ,Unf
423,988,0,0,988,0,0,TA,TA,No,Unf,Unf
424,1470,986,0,484,1,0,Gd,TA,No,GLQ,Unf
425,1196,616,0,580,1,0,Gd,TA,No,LwQ,Unf
426,651,0,0,651,0,0,TA,TA,No,Unf,Unf
427,1518,1518,0,0,1,1,Gd,TA,Gd,GLQ,Unf
428,907,288,0,619,0,0,TA,TA,No,Rec,Unf
429,1208,664,0,544,1,0,Gd,TA,No,GLQ,Unf
430,1392,1005,0,387,1,0,Gd,TA,Mn,GLQ,Unf
431,483,387,0,96,0,0,TA,TA,No,ALQ,Unf
432,901,0,0,901,0,0,TA,TA,No,Unf,Unf
433,765,471,0,294,1,0,TA,TA,No,ALQ,Unf
434,926,0,0,926,0,0,Gd,TA,No,Unf,Unf
435,630,495,0,135,1,0,Gd,TA,Av,ALQ,Unf
436,799,385,344,70,1,0,Gd,TA,Av,GLQ,ALQ
437,648,0,0,648,0,0,Fa,TA,No,Unf,Unf
438,884,0,0,884,0,0,TA,TA,No,Unf,Unf
439,440,365,0,75,0,0,TA,TA,No,LwQ,Unf
440,684,0,0,684,0,0,TA,Fa,Mn,Unf,Unf
441,3094,1767,539,788,1,0,Ex,TA,Gd,GLQ,ALQ
442,1440,133,0,1307,0,0,TA,TA,No,ALQ,Unf
443,1078,0,0,1078,0,0,TA,TA,No,Unf,Unf
444,1258,0,0,1258,0,0,Ex,TA,Av,Unf,Unf
445,915,642,0,273,1,0,Gd,TA,No,GLQ,Unf
446,1436,0,0,1436,0,0,TA,TA,No,Unf,Unf
447,1517,247,713,557,0,0,TA,TA,No,ALQ,Rec
448,930,0,0,930,0,0,Gd,TA,No,Unf,Unf
449,780,0,0,780,0,0,TA,TA,No,Unf,Unf
450,649,331,0,318,0,0,TA,TA,No,ALQ,Unf
451,813,0,0,813,0,0,TA,TA,No,Unf,Unf
452,1533,655,0,878,1,0,Gd,TA,Gd,ALQ,Unf
453,872,742,0,130,1,0,Ex,TA,No,ALQ,Unf
454,768,0,0,768,0,0,Gd,TA,No,Unf,Unf
455,1728,1606,0,122,2,0,TA,TA,No,ALQ,Unf
456,1242,916,0,326,0,0,TA,TA,No,ALQ,Unf
457,624,0,0,624,0,0,TA,TA,No,Unf,Unf
458,1364,1116,0,248,1,0,Gd,TA,Gd,BLQ,Unf
459,588,0,0,588,0,0,TA,TA,No,Unf,Unf
460,709,185,0,524,1,0,TA,TA,No,LwQ,Unf
461,832,544,0,288,1,0,Gd,TA,No,GLQ,Unf
462,560,350,210,0,1,0,Gd,Gd,No,ALQ,BLQ
463,864,553,311,0,0,0,TA,TA,No,Rec,BLQ
464,715,326,0,389,0,0,TA,TA,No,LwQ,Unf
465,1040,616,0,424,0,0,Gd,TA,No,Rec,Unf
466,1375,0,0,1375,0,0,Gd,TA,No,Unf,Unf
467,1277,778,0,499,1,0,TA,Gd,Gd,GLQ,Unf
468,728,386,0,342,0,0,TA,TA,No,LwQ,Unf
469,1626,0,0,1626,0,0,Gd,TA,No,Unf,Unf
470,832,426,0,406,0,0,Gd,TA,No,GLQ,Unf
471,1488,368,1120,0,1,0,Gd,TA,Av,GLQ,BLQ
472,808,0,0,808,0,0,Gd,TA,No,Unf,Unf
473,547,459,0,88,1,0,Gd,TA,Gd,GLQ,Unf
474,1976,1350,0,626,1,0,Ex,TA,Gd,GLQ,Unf
475,1494,1196,0,298,1,0,Gd,TA,Av,GLQ,Unf
476,970,630,0,340,1,0,TA,TA,No,GLQ,Unf
477,1478,994,0,484,1,0,Gd,TA,Gd,GLQ,Unf
478,2153,0,0,2153,0,0,Gd,TA,Av,Unf,Unf
479,1705,1288,0,417,1,0,Ex,TA,Gd,GLQ,Unf
480,907,168,0,739,0,0,Fa,TA,No,Rec,Unf
481,1833,1261,0,572,1,0,Ex,TA,Gd,GLQ,Unf
482,1792,1567,0,225,1,0,Ex,TA,Gd,GLQ,Unf
483,910,299,0,611,1,0,TA,TA,No,ALQ,Unf
484,1216,897,0,319,1,0,Ex,TA,No,GLQ,Unf
485,999,588,0,411,1,0,TA,TA,No,ALQ,Unf
486,1113,607,0,506,0,0,TA,TA,No,ALQ,Unf
487,1073,836,0,237,1,0,TA,TA,No,ALQ,Unf
488,1484,998,0,486,0,0,Gd,TA,Av,ALQ,Unf
489,954,664,0,290,0,0,TA,Fa,No,BLQ,Unf
490,630,515,0,115,1,0,Gd,TA,Av,GLQ,Unf
491,264,0,0,264,0,0,Gd,TA,Mn,Unf,Unf
492,806,403,165,238,1,0,TA,TA,No,BLQ,Rec
493,728,0,0,728,0,0,Gd,TA,No,Unf,Unf
494,1269,374,532,363,0,0,TA,TA,No,BLQ,LwQ
495,190,0,0,190,0,0,Fa,TA,No,Unf,Unf
496,720,495,0,225,0,0,TA,TA,No,Rec,Unf
497,3200,1231,0,1969,1,0,Gd,TA,No,GLQ,Unf
498,1026,329,0,697,1,0,TA,TA,No,Rec,Unf
499,864,450,0,414,0,0,TA,TA,No,ALQ,Unf
500,912,111,279,522,0,1,TA,TA,No,BLQ,LwQ
501,672,356,0,316,0,0,TA,TA,No,BLQ,Unf
502,866,400,0,466,0,0,Gd,TA,No,GLQ,Unf
503,1214,698,96,420,1,0,TA,TA,No,ALQ,GLQ
504,1501,1247,0,254,1,0,TA,TA,No,ALQ,Unf
505,855,257,495,103,0,1,TA,TA,No,ALQ,Rec
506,960,0,0,960,0,0,TA,TA,No,Unf,Unf
507,777,380,0,397,0,0,Gd,TA,No,GLQ,Unf
508,1218,27,0,1191,0,0,Gd,TA,No,GLQ,Unf
509,689,141,0,548,0,0,TA,TA,No,Rec,Unf
510,1041,991,0,50,1,0,TA,TA,No,ALQ,Unf
511,1008,650,180,178,1,0,TA,TA,No,BLQ,Rec
512,1368,0,0,1368,0,0,Gd,TA,No,Unf,Unf
513,864,521,174,169,1,0,TA,TA,No,BLQ,LwQ
514,1084,336,0,748,0,0,TA,TA,No,ALQ,Unf
515,768,0,0,768,0,0,TA,TA,No,Unf,Unf
516,2006,1436,0,570,1,0,Ex,TA,No,GLQ,Unf
517,689,0,0,689,0,0,TA,TA,No,Unf,Unf
518,1264,0,0,1264,0,0,Gd,TA,No,Unf,Unf
519,794,706,0,88,1,0,Gd,TA,Mn,GLQ,Unf
520,1276,0,0,1276,0,0,Gd,TA,No,Unf,Unf
521,0,0,0,0,0,0,No_Feature,No_Feature,No_Feature,No_Feature,No_Feature
522,1244,777,0,467,0,0,TA,TA,No,Rec,Unf
523,1004,399,0,605,0,0,TA,TA,No,ALQ,Unf
524,3138,2260,0,878,1,0,Ex,TA,Gd,GLQ,Unf
525,1379,719,0,660,1,0,Gd,TA,No,GLQ,Unf
526,1257,0,0,1257,0,0,Gd,TA,No,Unf,Unf
527,928,377,0,551,0,0,Gd,TA,No,Rec,Unf
528,1452,1330,0,122,1,0,Ex,TA,Av,GLQ,Unf
529,528,348,0,180,1,0,TA,TA,Mn,ALQ,Unf
530,2035,1219,0,816,1,0,TA,TA,No,Rec,Unf
531,1461,783,0,678,1,0,Gd,TA,Av,GLQ,Unf
532,611,0,0,611,0,0,Fa,Fa,Mn,Unf,Unf
533,0,0,0,0,0,0,No_Feature,No_Feature,No_Feature,No_Feature,No_Feature
534,0,0,0,0,0,0,No_Feature,No_Feature,No_Feature,No_Feature,No_Feature
535,707,0,0,707,0,0,Ex,Gd,Av,Unf,Unf
536,1117,969,0,148,1,0,Gd,TA,Gd,GLQ,Unf
537,880,0,0,880,0,0,Gd,TA,Av,Unf,Unf
538,864,600,0,264,0,0,TA,TA,No,BLQ,Unf
539,1051,673,0,378,0,0,TA,TA,No,BLQ,Unf
540,1581,1358,0,223,1,0,Gd,TA,Av,GLQ,Unf
541,1838,1260,0,578,1,0,Ex,TA,Av,GLQ,Unf
542,969,0,0,969,0,0,Gd,TA,No,Unf,Unf
543,1650,144,1127,379,1,0,Ex,TA,No,LwQ,GLQ
544,723,584,139,0,1,0,Gd,TA,Av,GLQ,LwQ
545,654,554,0,100,1,0,Gd,Gd,Av,GLQ,Unf
546,1204,1002,202,0,0,0,Gd,Gd,No,GLQ,LwQ
547,1065,300,0,765,0,0,Gd,TA,No,Rec,Unf
548,768,619,0,149,1,0,Gd,TA,Av,ALQ,Unf
549,825,180,645,0,1,0,TA,TA,No,LwQ,Rec
550,912,0,0,912,0,0,Gd,TA,No,Unf,Unf
551,1069,559,0,510,0,0,Gd,TA,No,ALQ,Unf
552,928,308,0,620,0,0,TA,TA,No,Rec,Unf
553,1709,0,0,1709,0,0,Ex,TA,Av,Unf,Unf
554,0,0,0,0,0,0,No_Feature,No_Feature,No_Feature,No_Feature,No_Feature
555,998,866,0,132,1,0,Gd,TA,No,GLQ,Unf
556,993,0,0,993,0,0,TA,Fa,No,Unf,Unf
557,1092,895,0,197,1,0,TA,TA,No,Rec,Unf
558,637,637,0,0,0,0,TA,TA,No,Rec,Unf
559,729,604,0,125,0,1,Gd,TA,Gd,GLQ,Unf
560,1374,0,0,1374,0,0,Gd,TA,Gd,Unf,Unf
561,1392,1302,0,90,1,0,Gd,TA,No,ALQ,Unf
562,1389,1071,123,195,1,0,Gd,TA,Av,ALQ,LwQ
563,996,290,0,706,1,0,TA,TA,No,BLQ,Unf
564,1163,0,0,1163,0,0,Gd,TA,Mn,Unf,Unf
565,1095,728,0,367,1,0,Gd,TA,No,GLQ,Unf
566,806,0,0,806,1,0,Gd,TA,No,Unf,Unf
567,1122,0,0,1122,0,0,Gd,Gd,No,Unf,Unf
568,1517,2,0,1515,0,0,Gd,TA,No,GLQ,Unf
569,1496,1441,0,55,1,0,Gd,TA,Gd,GLQ,Unf
570,943,943,0,0,1,0,Gd,TA,Gd,GLQ,Unf
571,1728,231,0,1497,0,0,TA,TA,No,LwQ,Unf
572,864,414,0,450,1,0,TA,TA,No,BLQ,Unf
573,846,0,0,846,0,0,Ex,TA,Av,Unf,Unf
574,384,0,0,384,0,0,Gd,TA,No,Unf,Unf
575,372,349,0,23,0,1,TA,TA,Av,ALQ,Unf
576,832,442,0,390,0,0,TA,TA,No,Rec,Unf
577,861,0,0,861,0,1,TA,TA,No,Unf,Unf
578,1164,328,551,285,1,0,TA,TA,Av,LwQ,ALQ
579,689,0,0,689,0,0,Gd,TA,No,Unf,Unf
580,1050,0,0,1050,0,0,TA,TA,No,Unf,Unf
581,1144,594,219,331,0,1,TA,TA,No,BLQ,Rec
582,2042,0,0,2042,0,0,Ex,TA,No,Unf,Unf
583,816,816,0,0,1,0,Gd,TA,Av,GLQ,Unf
584,1237,0,0,1237,0,0,TA,TA,No,Unf,Unf
585,884,0,0,884,0,0,TA,TA,No,Unf,Unf
586,1868,1460,0,408,1,0,Ex,TA,Gd,GLQ,Unf
587,816,210,606,0,1,0,TA,Gd,Mn,Rec,ALQ
588,840,672,0,168,1,0,TA,TA,Av,ALQ,Unf
589,1437,1324,0,113,2,0,TA,TA,Gd,GLQ,Unf
590,742,0,0,742,0,0,TA,TA,No,Unf,Unf
591,770,490,0,280,0,0,Gd,TA,No,GLQ,Unf
592,1722,1338,0,384,1,0,Ex,TA,Gd,GLQ,Unf
593,816,816,0,0,1,0,TA,Gd,No,GLQ,Unf
594,848,685,0,163,1,0,Gd,TA,Av,GLQ,Unf
595,924,0,0,924,0,0,Gd,TA,No,Unf,Unf
596,1814,1422,0,392,1,0,Gd,TA,Gd,GLQ,Unf
597,684,0,0,684,0,0,TA,TA,No,Unf,Unf
598,1258,0,0,1258,0,2,Ex,TA,Av,Unf,Unf
599,1430,1283,147,0,1,0,Gd,TA,Mn,ALQ,LwQ
600,716,81,612,23,1,0,Gd,TA,No,LwQ,GLQ
601,1058,546,0,512,1,0,Gd,TA,Av,GLQ,Unf
602,780,0,0,780,0,0,TA,TA,No,Unf,Unf
603,908,789,0,119,1,0,Gd,TA,Mn,GLQ,Unf
604,600,0,0,600,0,0,Gd,TA,No,Unf,Unf
605,1494,922,0,572,1,0,Gd,TA,Mn,GLQ,Unf
606,768,454,0,314,0,0,TA,TA,No,BLQ,Unf
607,1040,732,0,308,1,0,Gd,TA,No,GLQ,Unf
608,896,603,0,293,1,0,TA,Gd,No,GLQ,Unf
609,965,428,0,537,0,0,Gd,TA,Mn,BLQ,Unf
610,1029,903,0,126,1,0,TA,TA,Mn,Rec,Unf
611,1440,904,0,536,1,0,Ex,TA,Mn,GLQ,Unf
612,1032,605,0,427,0,1,Gd,TA,Av,ALQ,Unf
613,1299,990,0,309,1,0,Gd,TA,Av,GLQ,Unf
614,1120,206,0,914,0,0,Gd,TA,No,ALQ,Unf
615,630,150,480,0,1,0,Gd,TA,Av,LwQ,GLQ
616,936,763,0,173,1,0,TA,TA,Gd,GLQ,Unf
617,783,457,0,326,1,0,Gd,TA,No,GLQ,Unf
618,832,0,0,832,0,0,TA,TA,No,Unf,Unf
619,1822,48,0,1774,0,0,Ex,TA,Av,GLQ,Unf
620,1482,871,0,611,1,0,Gd,TA,Gd,GLQ,Unf
621,864,41,0,823,1,0,TA,TA,No,BLQ,Unf
622,1522,956,182,384,0,0,TA,TA,No,ALQ,Rec
623,980,560,0,420,0,0,TA,TA,No,BLQ,Unf
624,756,420,0,336,0,0,Gd,TA,No,GLQ,Unf
625,732,247,0,485,1,0,TA,TA,No,Rec,Unf
626,1116,0,0,1116,0,0,TA,TA,No,Unf,Unf
627,978,0,0,978,0,0,TA,TA,No,Unf,Unf
628,1156,674,132,350,1,0,TA,TA,Av,BLQ,LwQ
629,1040,650,0,390,0,1,Gd,TA,Av,Rec,Unf
630,1248,624,336,288,1,0,TA,TA,Gd,GLQ,Rec
631,636,0,0,636,0,0,Fa,Fa,No,Unf,Unf
632,1554,24,0,1530,0,0,Gd,Gd,Mn,GLQ,Unf
633,1386,822,0,564,0,0,TA,TA,No,ALQ,Unf
634,1056,480,468,108,0,1,TA,TA,No,BLQ,LwQ
635,1056,1056,0,0,2,0,TA,TA,No,GLQ,Unf
636,1440,256,0,1184,0,0,TA,Fa,No,LwQ,Unf
637,264,0,0,264,0,0,TA,Fa,No,Unf,Unf
638,811,0,0,811,0,0,TA,TA,No,Unf,Unf
639,796,0,0,796,0,0,Fa,TA,No,Unf,Unf
640,1520,1154,0,366,1,0,Gd,Gd,Av,GLQ,Unf
641,1518,1218,0,300,0,0,Ex,TA,Gd,GLQ,Unf
642,1057,738,0,319,1,0,Gd,TA,No,GLQ,Unf
643,1952,1410,0,542,1,0,Gd,TA,Gd,GLQ,Unf
644,780,493,287,0,0,0,TA,TA,No,Rec,BLQ
645,1766,1121,0,645,1,0,Ex,TA,Mn,GLQ,Unf
646,981,282,35,664,1,0,TA,TA,No,ALQ,LwQ
647,0,0,0,0,0,0,No_Feature,No_Feature,No_Feature,No_Feature,No_Feature
648,1094,500,0,594,0,0,TA,TA,Mn,Rec,Unf
649,756,0,0,756,0,0,TA,TA,No,Unf,Unf
650,630,131,499,0,1,0,Gd,TA,Av,BLQ,GLQ
651,813,0,0,813,0,0,Gd,TA,No,Unf,Unf
652,755,0,0,755,1,0,TA,TA,Mn,Unf,Unf
653,880,0,0,880,0,0,Gd,TA,No,Unf,Unf
654,756,0,0,756,0,0,TA,TA,No,Unf,Unf
655,2109,1696,0,413,1,0,Gd,TA,Gd,GLQ,Unf
656,525,0,0,525,0,0,TA,TA,No,Unf,Unf
657,1053,806,0,247,1,0,TA,TA,No,ALQ,Unf
658,776,0,0,776,0,0,Gd,TA,No,Unf,Unf
659,912,0,0,912,0,1,TA,TA,No,Unf,Unf
660,1486,637,0,849,1,0,TA,TA,No,BLQ,Unf
661,793,0,0,793,0,0,Gd,TA,No,Unf,Unf
662,1629,1361,180,88,1,0,Gd,Gd,No,GLQ,Rec
663,1392,0,0,1392,1,0,Fa,Fa,No,Unf,Unf
664,1138,920,180,38,1,0,Gd,TA,Av,BLQ,Rec
665,2077,1721,0,356,1,0,Ex,TA,Mn,GLQ,Unf
666,1406,0,0,1406,0,0,Gd,TA,No,Unf,Unf
667,1021,187,723,111,0,0,Gd,TA,No,LwQ,Rec
668,1408,1138,0,270,1,0,Gd,TA,No,GLQ,Unf
669,1188,988,0,200,1,0,TA,TA,No,Rec,Unf
670,700,0,0,700,0,0,Fa,TA,No,Unf,Unf
671,738,193,0,545,1,0,Gd,TA,No,GLQ,Unf
672,672,551,0,121,1,0,TA,TA,No,BLQ,Unf
673,1208,767,0,441,1,0,Gd,TA,No,ALQ,Unf
674,1477,1186,0,291,1,0,TA,TA,No,GLQ,Unf
675,1136,892,0,244,1,0,TA,TA,No,Rec,Unf
676,855,311,0,544,0,0,TA,TA,No,ALQ,Unf
677,1095,0,0,1095,1,0,TA,Fa,No,Unf,Unf
678,768,0,0,768,0,0,TA,TA,No,Unf,Unf
679,2046,0,0,2046,0,0,Ex,TA,Mn,Unf,Unf
680,988,827,0,161,1,0,TA,TA,No,Rec,Unf
681,923,543,119,261,0,0,Gd,TA,No,BLQ,BLQ
682,793,182,0,611,0,0,TA,TA,No,Rec,Unf
683,1291,1003,0,288,1,0,Gd,TA,Mn,GLQ,Unf
684,1626,1059,0,567,1,0,Gd,TA,Av,GLQ,Unf
685,1195,0,0,1195,0,0,Gd,TA,No,Unf,Unf
686,1190,828,182,180,1,0,Gd,TA,Mn,GLQ,LwQ
687,874,0,0,874,0,0,Gd,TA,No,Unf,Unf
688,551,239,0,312,0,0,Gd,TA,No,GLQ,Unf
689,1419,945,0,474,1,0,Gd,TA,Av,GLQ,Unf
690,1362,20,0,1342,0,0,Gd,TA,Av,ALQ,Unf
691,848,697,0,151,1,0,Gd,TA,Gd,GLQ,Unf
692,2444,1455,0,989,0,1,Ex,TA,Gd,GLQ,Unf
693,1210,965,0,245,1,0,Gd,TA,Gd,GLQ,Unf
694,1073,0,0,1073,0,0,TA,TA,No,Unf,Unf
695,927,0,0,927,0,0,TA,TA,No,Unf,Unf
696,1112,980,40,92,1,0,Gd,Gd,No,GLQ,LwQ
697,616,616,0,0,0,0,TA,TA,No,LwQ,Unf
698,980,210,551,219,0,1,Ex,Gd,Mn,LwQ,ALQ
699,894,553,117,224,1,0,TA,TA,No,GLQ,BLQ
700,1391,16,0,1375,0,0,Gd,TA,Mn,GLQ,Unf
701,1800,1274,0,526,1,0,Ex,TA,Gd,GLQ,Unf
702,1164,0,0,1164,0,0,TA,TA,No,Unf,Unf
703,1234,0,0,1234,0,0,Ex,Gd,No,Unf,Unf
704,360,0,0,360,0,0,Gd,TA,No,Unf,Unf
705,1473,712,0,761,1,0,Gd,TA,Av,GLQ,Unf
706,0,0,0,0,0,0,No_Feature,No_Feature,No_Feature,No_Feature,No_Feature
707,1643,1219,0,424,1,0,Gd,TA,Gd,GLQ,Unf
708,1324,863,0,461,1,0,Gd,TA,No,GLQ,Unf
709,728,0,0,728,0,0,Gd,TA,Av,Unf,Unf
710,876,0,0,876,0,0,TA,TA,No,Unf,Unf
711,270,0,0,270,0,0,TA,TA,No,Unf,Unf
712,859,0,0,859,0,0,TA,TA,Mn,Unf,Unf
713,1228,767,0,461,1,0,Gd,TA,Mn,GLQ,Unf
714,960,789,0,171,1,0,TA,TA,Av,ALQ,Unf
715,725,533,0,192,0,0,TA,TA,No,GLQ,Unf
716,1064,0,0,1064,0,0,Gd,TA,No,Unf,Unf
717,718,0,0,718,0,0,TA,TA,No,Unf,Unf
718,1176,1084,0,92,0,1,Gd,TA,No,BLQ,Unf
719,1311,1173,0,138,1,0,Gd,TA,Gd,GLQ,Unf
720,971,523,0,448,0,0,Gd,TA,Gd,ALQ,Unf
721,1742,1148,0,594,1,0,Gd,TA,Gd,GLQ,Unf
722,848,662,0,186,1,0,Gd,TA,Av,GLQ,Unf
723,864,191,0,673,0,0,TA,TA,No,ALQ,Unf
724,941,0,0,941,0,0,TA,TA,No,Unf,Unf
725,1698,1234,0,464,1,0,Ex,TA,No,GLQ,Unf
726,864,375,239,250,0,0,TA,TA,No,ALQ,BLQ
727,880,808,0,72,1,0,Gd,TA,No,GLQ,Unf
728,1232,724,0,508,1,0,Gd,TA,Av,GLQ,Unf
729,1584,0,0,1584,1,0,TA,TA,No,Unf,Unf
730,780,152,0,628,0,0,TA,TA,No,BLQ,Unf
731,1595,1180,0,415,1,0,Gd,TA,No,GLQ,Unf
732,868,786,0,82,1,0,Ex,TA,Av,GLQ,Unf
733,1153,252,0,901,0,0,Gd,TA,Av,ALQ,Unf
734,864,594,0,270,1,0,TA,TA,No,BLQ,Unf
735,948,0,0,948,0,0,TA,TA,No,Unf,Unf
736,880,390,0,490,0,0,Gd,TA,Mn,Rec,Unf
737,0,0,0,0,0,0,No_Feature,No_Feature,No_Feature,No_Feature,No_Feature
738,893,0,0,893,0,0,Gd,TA,No,Unf,Unf
739,1200,1200,0,0,3,0,Gd,Gd,Gd,GLQ,Unf
740,864,0,0,864,0,0,Gd,TA,No,Unf,Unf
741,264,0,0,264,0,0,Fa,Fa,No,Unf,Unf
742,912,832,0,80,1,1,TA,TA,Mn,GLQ,Unf
743,1349,0,0,1349,0,0,Gd,TA,No,Unf,Unf
744,520,444,0,76,0,1,Gd,TA,Av,ALQ,Unf
745,1337,733,0,604,1,0,Gd,TA,No,GLQ,Unf
746,1142,575,80,487,0,1,TA,Gd,No,GLQ,ALQ
747,952,300,0,652,0,0,Gd,TA,No,GLQ,Unf
748,1240,0,0,1240,0,0,TA,Fa,No,Unf,Unf
749,1720,919,0,801,1,0,Gd,TA,No,GLQ,Unf
750,0,0,0,0,0,0,No_Feature,No_Feature,No_Feature,No_Feature,No_Feature
751,576,0,0,576,0,0,TA,Fa,No,Unf,Unf
752,660,0,0,660,0,0,Gd,TA,No,Unf,Unf
753,1479,1200,0,279,1,0,Gd,TA,Gd,GLQ,Unf
754,1030,0,0,1030,0,0,Gd,TA,Mn,Unf,Unf
755,1026,439,472,115,1,0,TA,TA,No,GLQ,LwQ
756,729,381,0,348,0,0,Gd,TA,No,GLQ,Unf
757,866,20,0,846,0,0,Gd,TA,Av,GLQ,Unf
758,672,438,0,234,0,0,TA,TA,Mn,Rec,Unf
759,744,549,0,195,0,0,Gd,TA,No,ALQ,Unf
760,1318,56,64,1198,0,0,Gd,TA,Av,LwQ,ALQ
761,864,612,0,252,0,0,TA,TA,No,Rec,Unf
762,1145,405,0,740,0,0,TA,TA,Mn,LwQ,Unf
763,756,24,0,732,0,0,Gd,TA,Mn,GLQ,Unf
764,1252,1163,0,89,1,0,Gd,TA,Mn,GLQ,Unf
765,1494,437,1057,0,1,0,Gd,Gd,Av,LwQ,GLQ
766,1498,0,0,1498,0,0,Gd,TA,No,Unf,Unf
767,980,394,0,586,0,0,Gd,TA,No,GLQ,Unf
768,983,660,0,323,1,0,Gd,TA,Mn,ALQ,Unf
769,1860,24,0,1836,0,0,Gd,TA,No,GLQ,Unf
770,1650,1416,0,234,1,0,Gd,TA,Gd,ALQ,Unf
771,858,685,0,173,1,0,Gd,TA,Av,GLQ,Unf
772,836,836,0,0,0,0,Fa,Fa,No,LwQ,Unf
773,1029,422,127,480,1,0,TA,TA,Av,ALQ,BLQ
774,912,456,0,456,0,0,TA,TA,No,Rec,Unf
775,1935,0,0,1935,0,0,Gd,TA,Av,Unf,Unf
776,1204,866,0,338,1,0,Ex,TA,No,GLQ,Unf
777,1614,20,0,1594,0,0,Gd,TA,Av,GLQ,Unf
778,864,762,0,102,1,0,TA,TA,No,ALQ,Unf
779,0,0,0,0,0,0,No_Feature,No_Feature,No_Feature,No_Feature,No_Feature
780,975,975,0,0,1,0,Gd,TA,Gd,GLQ,Unf
781,1237,0,0,1237,0,0,Gd,Gd,No,Unf,Unf
782,761,387,0,374,0,0,Gd,TA,No,ALQ,Unf
783,1413,0,0,1413,0,0,Gd,TA,No,Unf,Unf
784,1097,1097,0,0,1,0,Gd,TA,Av,GLQ,Unf
785,742,0,0,742,0,0,TA,TA,No,Unf,Unf
786,1372,251,630,491,0,0,TA,TA,No,Rec,LwQ
787,686,686,0,0,1,0,Fa,TA,No,LwQ,Unf
788,956,656,0,300,1,0,Gd,TA,No,GLQ,Unf
789,901,0,0,901,0,0,TA,TA,No,Unf,Unf
790,832,568,0,264,0,0,TA,Fa,Gd,LwQ,Unf
791,1145,16,0,1129,0,0,Gd,TA,No,GLQ,Unf
792,1029,539,0,490,1,0,Gd,TA,Av,ALQ,Unf
793,1117,862,0,255,1,0,Gd,TA,Av,GLQ,Unf
794,1496,0,0,1496,0,0,Gd,TA,Av,Unf,Unf
795,712,0,0,712,0,0,Gd,TA,No,Unf,Unf
796,650,0,0,650,0,0,Gd,TA,No,Unf,Unf
797,660,0,0,660,0,0,TA,TA,No,Unf,Unf
798,773,570,0,203,0,0,TA,TA,No,BLQ,Unf
799,1926,0,0,1926,0,0,Ex,TA,No,Unf,Unf
800,731,569,0,162,1,0,Gd,TA,No,ALQ,Unf
801,616,462,0,154,1,0,Gd,TA,Gd,GLQ,Unf
802,1196,197,0,999,1,0,TA,TA,No,LwQ,Unf
803,728,648,0,80,1,0,Gd,TA,Av,GLQ,Unf
804,1734,0,0,1734,0,0,Ex,TA,Gd,Unf,Unf
805,936,812,0,124,0,0,TA,TA,No,LwQ,Unf
806,1417,0,0,1417,0,0,Gd,TA,No,Unf,Unf
807,980,400,480,100,0,0,TA,TA,Av,ALQ,Rec
808,1324,1309,0,15,2,0,TA,TA,Gd,GLQ,Unf
809,1024,516,128,380,1,0,TA,TA,Av,ALQ,BLQ
810,849,0,0,849,0,0,TA,TA,No,Unf,Unf
811,1040,663,377,0,1,0,TA,TA,No,ALQ,LwQ
812,848,662,0,186,1,0,Gd,TA,Gd,GLQ,Unf
813,540,0,0,540,0,0,TA,TA,Av,Unf,Unf
814,1442,608,0,834,0,0,TA,TA,No,Rec,Unf
815,686,0,0,686,0,1,TA,TA,No,Unf,Unf
816,1649,0,0,1649,0,0,Gd,TA,No,Unf,Unf
817,1008,486,0,522,0,0,TA,TA,No,BLQ,Unf
818,1568,1218,0,350,1,0,Gd,TA,No,GLQ,Unf
819,1010,504,0,506,1,0,TA,TA,Av,GLQ,Unf
820,1358,733,0,625,1,0,Gd,TA,Mn,GLQ,Unf
821,798,0,0,798,0,0,Gd,TA,No,Unf,Unf
822,936,0,0,936,0,0,Fa,TA,No,Unf,Unf
823,847,0,0,847,0,0,Gd,TA,Gd,Unf,Unf
824,778,0,0,778,0,0,TA,TA,No,Unf,Unf
825,1489,0,0,1489,0,0,Gd,Gd,No,Unf,Unf
826,2078,1636,0,442,1,0,Ex,TA,Av,GLQ,Unf
827,784,784,0,0,1,0,TA,TA,No,ALQ,Unf
828,1454,20,0,1434,0,0,Gd,TA,No,GLQ,Unf
829,1013,249,764,0,0,1,TA,Gd,Gd,LwQ,ALQ
830,600,0,0,600,0,0,Gd,TA,No,Unf,Unf
831,1392,1040,0,352,1,0,TA,TA,No,Rec,Unf
832,600,0,0,600,0,0,Gd,TA,No,Unf,Unf
833,941,483,0,458,1,0,Gd,TA,No,GLQ,Unf
834,1516,196,345,975,0,0,TA,TA,No,Rec,BLQ
835,1144,572,0,572,1,0,TA,TA,No,Rec,Unf
836,1067,442,0,625,0,0,Gd,TA,No,BLQ,Unf
837,1559,338,0,1221,1,0,TA,TA,No,Rec,Unf
838,483,330,0,153,1,0,TA,TA,No,BLQ,Unf
839,1099,0,0,1099,0,0,Gd,TA,No,Unf,Unf
