Property_ID,OverallQual,OverallCond,ExterQual,ExterCond,KitchenQual,FireplaceQu,TotalBathrooms,IsRemodeled
520,7,9,Gd,TA,Gd,Gd,1.5,1
521,4,7,TA,TA,TA,No_Feature,2.0,1
522,6,6,TA,TA,TA,Gd,1.5,0
523,6,7,TA,Gd,TA,Gd,2.0,1
524,10,5,Ex,TA,Ex,Gd,4.5,1
525,7,5,Gd,TA,Gd,TA,3.5,1
526,7,5,Gd,TA,Gd,TA,2.0,0
527,5,7,TA,TA,TA,No_Feature,1.0,1
528,9,5,Ex,TA,Ex,Gd,3.5,0
529,4,7,TA,TA,TA,No_Feature,2.0,1
530,6,3,Gd,TA,TA,TA,4.0,1
531,6,5,Gd,TA,Gd,Fa,3.0,1
532,6,8,TA,TA,TA,No_Feature,2.0,1
533,5,7,TA,TA,TA,Po,1.0,1
534,1,3,Fa,Fa,Fa,No_Feature,1.0,1
535,8,5,Gd,TA,Gd,Gd,2.5,0
536,5,7,TA,TA,TA,No_Feature,2.0,1
537,7,5,TA,TA,Gd,No_Feature,2.5,1
538,4,5,TA,TA,TA,No_Feature,1.0,0
539,5,5,TA,TA,TA,Fa,1.5,0
540,8,5,Gd,TA,Gd,TA,3.0,1
541,9,5,Ex,TA,Ex,Gd,3.0,0
542,8,5,Gd,TA,Gd,TA,2.5,0
543,7,5,Gd,TA,Gd,TA,3.0,1
544,7,5,TA,TA,TA,No_Feature,2.0,0
545,7,5,Gd,TA,Gd,Gd,3.5,0
546,7,5,Gd,Gd,Gd,No_Feature,2.5,0
547,6,7,TA,TA,TA,Gd,1.5,1
548,5,7,TA,Gd,TA,No_Feature,2.0,0
549,5,7,TA,Gd,TA,No_Feature,2.0,1
550,7,5,Gd,TA,Gd,Gd,2.5,1
551,6,6,TA,TA,TA,No_Feature,2.0,0
552,5,6,TA,TA,TA,No_Feature,1.0,0
553,8,5,Gd,TA,Gd,Gd,2.0,0
554,4,5,TA,TA,Gd,No_Feature,2.0,1
555,7,5,Gd,TA,Gd,Gd,3.5,1
556,5,6,TA,TA,TA,Gd,1.0,1
557,5,5,TA,TA,TA,TA,2.0,0
558,4,6,TA,TA,TA,No_Feature,1.5,1
559,7,5,TA,TA,TA,TA,3.0,1
560,7,5,Gd,TA,Gd,TA,2.0,1
561,5,6,TA,TA,TA,Gd,2.5,1
562,5,5,TA,TA,TA,TA,2.0,1
563,5,6,TA,TA,TA,Gd,2.0,1
564,6,7,TA,TA,TA,Gd,2.0,1
565,7,5,Gd,TA,Gd,TA,3.5,1
566,6,4,TA,TA,Fa,No_Feature,2.5,1
567,9,5,Gd,TA,Ex,Gd,2.5,1
568,7,5,Gd,TA,Gd,No_Feature,2.0,0
569,8,8,Gd,TA,Gd,Gd,2.5,1
570,5,5,TA,TA,TA,TA,2.0,0
571,5,5,TA,TA,TA,No_Feature,2.0,0
572,6,6,TA,TA,Gd,No_Feature,2.0,0
573,7,5,TA,TA,Gd,No_Feature,2.5,0
574,7,5,TA,TA,TA,TA,2.5,0
575,5,7,TA,TA,TA,No_Feature,1.5,1
576,5,5,TA,TA,TA,No_Feature,1.0,1
577,7,7,TA,TA,TA,Gd,2.5,1
578,5,6,TA,TA,TA,Fa,2.0,0
579,7,5,Gd,TA,Gd,No_Feature,2.0,0
580,5,5,TA,TA,TA,No_Feature,2.0,0
581,6,6,TA,TA,Gd,Gd,1.5,1
582,8,5,Ex,TA,Ex,Gd,2.5,1
583,6,5,TA,Gd,TA,No_Feature,2.0,0
584,10,9,Ex,Ex,Gd,Gd,3.5,1
585,4,7,TA,TA,Gd,No_Feature,1.0,1
586,8,5,Gd,TA,Gd,Gd,3.0,1
587,6,7,TA,Gd,Fa,No_Feature,2.0,1
588,5,6,TA,TA,TA,No_Feature,2.0,0
589,5,8,TA,TA,Ex,Gd,3.0,1
590,5,6,TA,TA,TA,No_Feature,1.0,1
591,7,5,Gd,TA,Gd,No_Feature,2.5,0
592,10,5,Ex,TA,Ex,Gd,3.5,0
593,5,8,TA,Gd,TA,No_Feature,2.0,1
594,6,5,Gd,TA,Gd,No_Feature,2.0,0
595,5,6,TA,TA,TA,No_Feature,1.0,0
596,8,5,Gd,TA,Gd,TA,3.0,1
597,6,7,TA,TA,TA,No_Feature,1.0,1
598,7,5,Gd,TA,Gd,Gd,2.0,1
599,5,6,TA,TA,Gd,TA,3.0,0
600,6,6,TA,Gd,TA,TA,3.5,0
601,8,5,Gd,TA,Ex,Gd,3.5,0
602,6,6,TA,Gd,Gd,Gd,1.5,1
603,8,5,Gd,TA,Gd,TA,3.5,0
604,7,5,Gd,TA,Gd,No_Feature,2.5,1
605,7,5,Gd,TA,Gd,TA,3.0,0
606,7,6,TA,TA,TA,Fa,2.5,1
607,5,5,TA,Gd,Gd,No_Feature,2.0,0
608,5,8,TA,Gd,Ex,No_Feature,4.0,1
609,8,6,TA,TA,TA,Gd,2.5,1
610,4,5,TA,Fa,TA,No_Feature,2.0,0
611,9,5,Gd,TA,Ex,Ex,3.5,0
612,6,6,TA,TA,TA,TA,2.5,0
613,8,5,Gd,TA,Ex,TA,3.5,0
614,5,5,TA,TA,TA,No_Feature,1.0,0
615,4,6,TA,TA,TA,No_Feature,2.0,0
616,6,7,TA,Gd,Gd,No_Feature,2.0,0
617,6,5,Gd,TA,Gd,Gd,3.5,1
618,6,6,TA,TA,Gd,No_Feature,1.0,0
619,9,5,Ex,TA,Gd,Gd,2.0,0
620,8,5,Gd,TA,Gd,Gd,3.5,0
621,3,3,TA,TA,TA,No_Feature,2.0,1
622,6,7,TA,TA,TA,TA,2.5,1
623,5,6,TA,TA,TA,No_Feature,1.0,0
624,6,5,Gd,TA,Gd,TA,2.5,0
625,6,5,TA,TA,TA,TA,3.0,0
626,6,6,TA,TA,TA,No_Feature,1.5,0
627,5,5,TA,TA,TA,TA,1.0,1
628,6,6,TA,TA,TA,Gd,2.0,1
629,5,5,TA,TA,Fa,TA,2.5,0
630,6,5,TA,TA,TA,No_Feature,2.5,0
631,5,6,TA,TA,Ex,No_Feature,1.0,1
632,8,5,Gd,TA,Gd,Gd,2.0,0
633,7,5,TA,Gd,TA,TA,2.0,0
634,5,7,TA,TA,TA,No_Feature,1.5,1
635,6,5,TA,TA,TA,No_Feature,2.0,0
636,6,7,Fa,TA,Fa,No_Feature,2.0,1
637,2,3,Fa,Fa,Fa,Po,1.0,1
638,5,4,TA,TA,Gd,No_Feature,2.0,0
639,5,7,TA,TA,TA,No_Feature,1.0,1
640,8,5,Gd,TA,Ex,Gd,3.0,0
641,8,5,Ex,TA,Ex,Gd,1.5,1
642,7,5,Gd,TA,Gd,TA,3.5,0
643,8,7,Gd,TA,Ex,TA,3.5,1
644,5,5,TA,TA,TA,No_Feature,2.5,0
645,9,5,Ex,TA,Ex,Gd,3.5,0
646,6,5,TA,TA,TA,No_Feature,2.5,0
647,5,5,TA,TA,TA,No_Feature,1.0,0
648,6,5,TA,TA,TA,Gd,1.0,0
649,6,5,TA,TA,TA,TA,1.5,0
650,4,6,TA,TA,TA,No_Feature,2.0,0
651,7,6,Gd,TA,Gd,No_Feature,2.5,0
652,4,5,TA,TA,TA,Gd,2.0,1
653,7,5,Gd,TA,Gd,TA,2.5,0
654,6,7,TA,TA,TA,No_Feature,1.0,1
655,8,6,Gd,Gd,Gd,TA,3.5,0
656,6,5,TA,TA,TA,No_Feature,1.5,0
657,5,7,Gd,TA,Gd,No_Feature,2.5,1
658,7,6,TA,Fa,TA,Gd,1.5,1
659,6,5,TA,TA,TA,Gd,1.5,1
660,5,7,TA,Gd,TA,No_Feature,2.0,1
661,7,7,TA,TA,TA,TA,2.5,0
662,8,7,Gd,TA,Gd,TA,3.5,1
663,6,3,TA,TA,TA,TA,2.0,0
664,4,5,TA,TA,TA,No_Feature,3.0,0
665,8,5,Gd,TA,Ex,Ex,2.5,1
666,8,5,Gd,TA,Gd,TA,2.5,0
667,6,5,TA,Gd,TA,Po,2.5,1
668,6,5,TA,TA,Gd,Fa,3.0,1
669,5,6,TA,TA,TA,TA,2.5,1
670,4,5,TA,TA,Fa,Gd,1.0,1
671,6,5,Gd,TA,Gd,No_Feature,3.5,0
672,6,6,TA,Gd,TA,No_Feature,3.0,1
673,6,6,Gd,TA,TA,TA,2.5,0
674,6,7,TA,TA,Gd,TA,3.0,1
675,6,6,TA,TA,TA,Gd,2.0,0
676,6,6,TA,TA,TA,TA,2.5,0
677,4,2,TA,TA,TA,No_Feature,3.0,1
678,5,8,Gd,TA,Gd,No_Feature,1.0,1
679,8,5,Gd,TA,Gd,Gd,2.5,0
680,5,5,TA,TA,TA,No_Feature,2.0,0
681,6,5,TA,TA,TA,TA,2.0,0
682,5,5,TA,TA,TA,No_Feature,1.0,1
683,6,5,TA,TA,Gd,Gd,2.0,1
684,9,5,Gd,TA,Gd,TA,3.0,0
685,7,5,Gd,TA,TA,No_Feature,2.5,0
686,7,5,Gd,TA,Gd,TA,3.0,0
687,7,6,Gd,TA,Gd,No_Feature,3.0,0
688,7,5,Gd,TA,Gd,No_Feature,2.5,0
689,8,6,Gd,TA,Gd,Gd,3.0,0
690,6,5,Gd,TA,Gd,Gd,2.0,1
691,6,5,Gd,TA,Gd,TA,2.0,0
692,10,6,Ex,TA,Ex,Ex,4.0,1
693,7,5,Gd,TA,Gd,Gd,3.5,1
694,5,6,TA,TA,TA,No_Feature,1.0,1
695,5,6,TA,Fa,TA,No_Feature,1.5,1
696,6,6,TA,TA,Gd,TA,3.0,0
697,5,7,TA,TA,TA,No_Feature,1.0,1
698,5,7,TA,TA,TA,No_Feature,1.5,0
699,5,8,TA,Gd,TA,Gd,2.0,1
700,7,5,Gd,TA,Gd,No_Feature,2.0,0
701,8,5,Gd,TA,Gd,Gd,3.0,0
702,7,5,TA,TA,TA,No_Feature,1.5,0
703,8,5,Ex,TA,Ex,Gd,2.5,0
704,5,9,TA,Gd,Gd,Po,2.0,1
705,7,5,Gd,TA,Gd,No_Feature,3.0,1
706,4,5,Fa,Fa,Fa,No_Feature,2.0,1
707,7,5,TA,TA,Gd,TA,3.0,1
708,8,5,Gd,TA,Gd,Gd,3.0,0
709,7,5,Gd,TA,Gd,Gd,2.5,0
710,5,7,TA,TA,TA,No_Feature,1.0,0
711,3,6,Gd,TA,TA,No_Feature,1.0,1
712,4,7,TA,TA,TA,No_Feature,1.0,1
713,8,5,Gd,TA,Gd,Gd,3.0,1
714,4,5,TA,TA,TA,No_Feature,2.0,0
715,6,8,Gd,TA,Gd,No_Feature,2.5,1
716,6,5,TA,TA,TA,TA,2.0,0
717,7,8,TA,Gd,TA,No_Feature,1.5,1
718,5,6,TA,TA,Gd,Fa,2.0,1
719,7,5,Gd,TA,Gd,TA,3.5,1
720,5,6,TA,TA,TA,Po,1.5,0
721,8,5,Gd,TA,Gd,TA,3.0,0
722,6,5,Gd,TA,Gd,No_Feature,2.0,0
723,4,7,TA,Gd,TA,No_Feature,1.0,0
724,4,6,TA,TA,TA,No_Feature,2.0,1
725,9,5,Ex,TA,Ex,Gd,3.0,1
726,4,6,TA,TA,Gd,No_Feature,1.0,0
727,6,9,Gd,Gd,Gd,Gd,3.0,1
728,7,5,Gd,TA,Gd,No_Feature,3.0,0
729,5,5,TA,TA,TA,No_Feature,3.0,0
730,4,5,TA,TA,TA,No_Feature,1.0,1
731,8,5,Gd,TA,Gd,TA,3.0,1
732,7,5,Gd,TA,Gd,Gd,3.0,0
733,7,5,Gd,TA,Gd,TA,2.5,1
734,5,6,TA,TA,TA,TA,2.0,1
735,5,5,TA,TA,TA,No_Feature,1.0,0
736,7,7,TA,TA,TA,TA,1.5,1
737,3,4,TA,TA,TA,No_Feature,2.0,0
738,8,5,Gd,TA,Gd,Gd,2.5,0
739,5,5,TA,TA,TA,No_Feature,6.0,1
740,7,5,Gd,TA,Gd,No_Feature,2.5,0
741,5,7,TA,Gd,TA,No_Feature,2.0,1
742,6,8,TA,Gd,Gd,No_Feature,2.5,1
743,7,5,TA,TA,TA,No_Feature,2.0,1
744,5,6,TA,TA,TA,TA,2.5,1
745,8,5,Gd,TA,Gd,TA,3.0,0
746,8,9,Ex,Gd,Gd,TA,4.0,1
747,7,5,Gd,TA,Gd,TA,2.5,0
748,7,7,Gd,TA,Gd,Gd,1.5,1
749,7,5,Gd,TA,Gd,TA,3.0,0
750,4,3,TA,TA,TA,No_Feature,2.0,1
751,4,7,TA,TA,TA,No_Feature,1.0,1
752,7,5,Gd,TA,Gd,No_Feature,2.5,0
753,6,5,TA,Gd,Gd,No_Feature,3.0,0
754,8,5,Gd,TA,Ex,Gd,2.5,0
755,6,8,TA,TA,Gd,No_Feature,2.0,1
756,6,5,TA,TA,TA,No_Feature,2.5,0
757,8,5,Gd,TA,Gd,No_Feature,2.5,0
758,6,5,TA,TA,TA,TA,2.5,0
759,7,5,TA,TA,TA,No_Feature,2.5,0
760,8,5,Gd,TA,Gd,TA,2.5,0
761,6,6,TA,TA,TA,No_Feature,1.0,0
762,5,5,TA,TA,Fa,No_Feature,1.0,1
763,7,5,TA,TA,Gd,No_Feature,2.5,0
764,8,5,Gd,TA,Gd,Gd,3.5,0
765,8,5,Gd,Gd,Ex,Gd,2.5,1
766,9,5,Gd,TA,Ex,Gd,2.0,0
767,7,5,TA,TA,TA,TA,2.5,0
768,6,7,TA,TA,TA,No_Feature,3.0,1
769,7,5,Gd,TA,Gd,Gd,2.0,1
770,8,5,Ex,TA,Ex,Gd,4.5,0
771,5,5,TA,TA,TA,No_Feature,2.0,0
772,4,5,TA,TA,TA,No_Feature,1.0,0
773,6,5,TA,TA,TA,TA,2.0,0
774,5,5,TA,TA,TA,No_Feature,1.0,0
775,8,5,Gd,TA,Gd,Gd,2.0,0
776,6,5,TA,TA,TA,No_Feature,3.0,0
777,7,5,Gd,TA,Gd,No_Feature,2.0,1
778,5,5,TA,TA,TA,Fa,2.0,0
779,5,5,TA,TA,TA,TA,2.0,0
780,6,5,TA,TA,TA,No_Feature,2.0,0
781,7,5,TA,TA,TA,TA,2.0,1
782,6,5,Gd,Gd,Gd,No_Feature,2.5,0
783,7,5,Gd,TA,Gd,No_Feature,2.0,1
784,5,6,TA,Gd,Gd,TA,2.0,0
785,6,6,TA,TA,TA,Gd,2.0,1
786,6,5,TA,TA,TA,Gd,2.0,0
787,5,6,TA,Gd,TA,No_Feature,3.0,1
788,7,5,Gd,TA,Gd,No_Feature,3.5,0
789,4,7,TA,TA,TA,No_Feature,1.0,1
790,6,8,TA,TA,Gd,No_Feature,2.5,1
791,7,5,Gd,TA,Gd,Gd,2.0,1
792,6,5,TA,TA,TA,TA,2.0,0
793,7,5,Gd,TA,TA,TA,3.5,1
794,8,5,Gd,TA,Gd,No_Feature,2.0,0
795,7,5,Gd,TA,Gd,TA,2.5,1
796,6,6,TA,TA,TA,TA,2.5,1
797,6,5,TA,TA,TA,TA,1.5,0
798,5,5,TA,TA,TA,No_Feature,1.0,0
799,9,5,Ex,TA,Ex,Gd,3.5,1
800,5,7,TA,TA,Gd,TA,2.5,1
801,6,5,TA,TA,Gd,No_Feature,3.5,0
802,4,7,TA,TA,TA,No_Feature,2.0,1
803,7,5,Gd,TA,Gd,Gd,3.5,0
804,9,5,Ex,TA,Ex,Gd,3.5,1
805,5,5,TA,TA,TA,No_Feature,1.0,0
806,7,5,Gd,TA,Ex,No_Feature,2.0,0
807,5,5,TA,TA,TA,No_Feature,2.0,0
808,5,6,TA,TA,Gd,TA,3.5,1
809,5,5,TA,TA,TA,Gd,2.0,0
810,5,5,TA,TA,TA,No_Feature,2.0,1
811,6,6,TA,TA,Gd,Fa,2.5,1
812,6,5,Gd,TA,Gd,Gd,2.0,0
813,5,5,Fa,TA,Fa,No_Feature,1.0,0
814,6,6,TA,TA,TA,No_Feature,1.5,0
815,5,7,TA,TA,Fa,No_Feature,2.0,1
816,7,5,TA,TA,Gd,No_Feature,2.0,0
817,5,6,TA,TA,TA,Gd,1.0,0
818,8,5,Gd,TA,Gd,Gd,3.0,0
819,6,7,TA,TA,TA,No_Feature,2.0,0
820,7,5,Gd,TA,Gd,Gd,3.0,1
821,7,5,Gd,TA,Gd,No_Feature,2.5,0
822,4,4,Fa,TA,TA,No_Feature,1.0,0
823,7,5,Gd,TA,Gd,Gd,2.5,0
824,6,7,TA,TA,TA,Gd,2.0,1
825,8,5,Gd,TA,Gd,Gd,2.0,0
826,10,5,Ex,TA,Ex,Gd,3.0,1
827,5,6,TA,TA,Gd,No_Feature,2.0,1
828,7,5,Gd,TA,Gd,TA,2.0,0
829,5,5,TA,TA,TA,No_Feature,3.0,0
830,7,5,Gd,TA,Gd,No_Feature,2.5,0
831,6,5,TA,TA,TA,Gd,2.5,0
832,7,5,TA,TA,Gd,No_Feature,2.5,0
833,7,6,Gd,TA,Gd,TA,3.5,0
834,6,6,TA,TA,TA,No_Feature,1.5,0
835,5,6,TA,TA,TA,No_Feature,2.0,0
836,4,7,TA,TA,Gd,No_Feature,2.0,1
837,5,6,TA,TA,TA,No_Feature,2.0,1
838,6,5,TA,TA,TA,No_Feature,2.5,0
839,5,6,TA,TA,Gd,No_Feature,1.5,1
840,5,6,TA,TA,TA,No_Feature,1.0,1
841,6,8,TA,TA,Fa,No_Feature,2.0,1
842,5,8,TA,TA,Gd,Po,2.0,1
843,6,7,TA,TA,TA,No_Feature,2.5,0
844,5,4,TA,TA,TA,No_Feature,2.0,0
845,5,8,TA,TA,TA,Gd,1.5,1
846,5,5,TA,TA,TA,TA,3.0,1
847,7,5,Gd,TA,Gd,TA,3.5,0
848,5,6,TA,TA,TA,Fa,2.0,0
849,6,8,TA,TA,TA,Gd,3.0,1
850,6,7,Gd,Gd,TA,TA,2.5,1
851,6,5,Gd,TA,Gd,No_Feature,2.0,0
852,8,5,Gd,TA,Gd,TA,2.0,0
853,7,5,TA,Gd,TA,Gd,2.0,1
854,6,6,TA,Gd,TA,Fa,1.5,0
855,5,4,TA,TA,TA,Gd,2.5,1
856,5,8,TA,Gd,TA,No_Feature,2.5,1
857,6,6,TA,TA,TA,No_Feature,2.0,0
858,6,5,TA,TA,TA,TA,2.5,1
859,7,5,TA,TA,TA,TA,2.0,0
860,6,7,TA,TA,Gd,Gd,3.5,1
861,7,8,Gd,TA,Gd,Gd,1.5,1
862,5,4,TA,TA,TA,No_Feature,2.5,0
863,6,5,TA,TA,TA,No_Feature,2.0,1
864,5,5,TA,TA,TA,No_Feature,2.0,0
865,7,5,Gd,TA,Gd,No_Feature,2.0,1
866,5,6,TA,TA,TA,No_Feature,2.0,0
867,8,5,Gd,TA,Gd,Gd,2.0,1
868,4,5,TA,TA,Fa,No_Feature,2.5,0
869,5,6,TA,TA,TA,TA,2.0,1
870,7,5,Gd,TA,Gd,TA,3.5,1
871,5,5,TA,TA,TA,No_Feature,1.0,0
872,6,5,TA,TA,Gd,No_Feature,2.5,0
873,5,7,Gd,TA,Gd,No_Feature,1.0,1
874,5,7,Gd,TA,TA,Gd,1.0,1
875,5,6,TA,TA,TA,No_Feature,1.5,1
876,8,5,Gd,TA,Ex,Gd,2.5,0
877,4,5,TA,TA,TA,No_Feature,2.0,0
878,9,5,Gd,TA,Ex,Gd,3.5,1
879,5,7,TA,TA,Gd,No_Feature,2.0,1
880,5,8,Gd,Gd,TA,No_Feature,2.0,1
881,5,5,TA,TA,TA,No_Feature,2.5,1
882,7,5,Gd,Gd,Gd,TA,2.5,1
883,6,5,TA,TA,TA,TA,2.5,1
884,4,5,Gd,TA,TA,No_Feature,2.0,1
885,5,5,TA,TA,TA,No_Feature,1.0,0
886,9,5,Gd,TA,Gd,TA,3.0,1
887,5,5,TA,TA,TA,No_Feature,2.0,1
888,5,7,TA,Gd,TA,No_Feature,1.5,0
889,8,6,Gd,Gd,Gd,TA,3.0,0
890,6,4,TA,TA,TA,TA,2.0,0
891,5,7,TA,Gd,TA,Po,1.0,1
892,6,5,TA,TA,TA,TA,2.5,0
893,6,8,TA,TA,TA,No_Feature,1.5,1
894,5,5,TA,TA,TA,Gd,2.0,0
895,5,5,TA,TA,TA,No_Feature,2.0,0
896,6,5,TA,TA,TA,TA,2.5,0
897,4,6,TA,TA,TA,No_Feature,1.0,1
898,5,5,TA,TA,TA,No_Feature,2.0,0
899,9,5,Ex,TA,Ex,Gd,3.5,1
900,5,7,TA,TA,TA,TA,1.0,1
901,4,6,TA,TA,TA,No_Feature,1.0,0
902,5,7,TA,Gd,TA,No_Feature,2.0,1
903,7,5,Gd,TA,Gd,Gd,2.5,0
904,7,5,Gd,TA,Gd,Gd,2.0,0
905,5,6,TA,TA,TA,No_Feature,1.0,0
906,5,5,TA,TA,TA,No_Feature,2.0,0
907,8,5,Gd,TA,Gd,Gd,3.0,0
908,7,7,Gd,TA,Gd,Gd,1.5,1
909,5,5,TA,TA,TA,No_Feature,2.0,0
910,6,5,Gd,TA,Gd,Gd,2.5,0
911,5,5,TA,TA,TA,No_Feature,2.0,0
912,5,7,TA,TA,Gd,No_Feature,1.5,1
913,5,7,TA,TA,TA,No_Feature,1.0,1
914,5,6,TA,TA,TA,No_Feature,2.0,1
915,6,5,Gd,TA,Gd,No_Feature,2.5,0
916,4,5,TA,TA,TA,No_Feature,1.5,0
917,2,3,TA,TA,TA,No_Feature,1.0,1
918,4,6,TA,TA,TA,No_Feature,1.0,0
919,7,5,Gd,TA,Gd,TA,3.5,0
920,6,8,Ex,TA,TA,TA,2.0,1
921,6,5,Gd,Gd,Gd,No_Feature,3.0,0
922,5,7,TA,TA,TA,No_Feature,5.0,1
923,6,5,Gd,TA,Gd,Gd,2.0,1
924,6,5,Gd,TA,Gd,Fa,3.0,1
925,6,6,TA,Gd,TA,TA,3.0,0
926,5,6,TA,TA,Ex,No_Feature,2.5,0
927,8,5,Gd,TA,Ex,Gd,2.5,1
928,7,5,TA,TA,TA,Gd,2.5,0
929,8,5,Gd,TA,Ex,TA,2.0,0
930,7,5,TA,TA,Gd,TA,2.5,0
931,8,5,Gd,TA,Gd,No_Feature,2.0,0
932,5,6,TA,TA,TA,No_Feature,1.5,0
933,9,5,Ex,TA,Ex,Gd,2.0,0
934,7,5,Gd,TA,Gd,No_Feature,2.0,0
935,7,7,TA,TA,Gd,Gd,3.0,1
936,4,5,TA,Gd,TA,No_Feature,1.0,1
937,7,5,Gd,TA,Gd,No_Feature,3.0,0
938,7,5,Gd,TA,Gd,Gd,2.5,0
939,7,5,Gd,TA,Gd,No_Feature,2.5,0
940,7,7,TA,Gd,TA,TA,2.0,1
941,6,5,TA,TA,TA,No_Feature,2.0,0
942,7,5,Gd,TA,Gd,TA,3.5,0
943,4,3,TA,TA,TA,No_Feature,4.0,0
944,5,4,TA,TA,TA,No_Feature,2.0,0
945,6,6,TA,TA,Gd,Gd,1.5,0
946,5,6,TA,TA,TA,No_Feature,1.0,1
947,5,6,TA,Gd,TA,TA,2.0,0
948,8,5,Gd,TA,Gd,Gd,3.0,1
949,7,5,Gd,TA,Gd,TA,2.5,0
950,6,7,TA,TA,Gd,TA,2.5,1
951,5,8,TA,TA,Gd,No_Feature,2.0,1
952,5,5,TA,TA,TA,No_Feature,2.0,0
953,5,8,TA,Gd,TA,No_Feature,1.5,1
954,5,4,TA,TA,TA,Po,3.0,0
955,6,5,TA,TA,TA,No_Feature,3.0,0
956,6,6,TA,TA,TA,No_Feature,2.0,1
957,6,6,TA,TA,TA,TA,1.5,0
958,5,5,TA,TA,TA,No_Feature,1.0,0
959,7,5,Gd,TA,Gd,No_Feature,3.0,0
960,7,5,Gd,TA,Gd,No_Feature,3.5,0
961,5,7,TA,Gd,TA,No_Feature,2.0,1
962,6,7,TA,Gd,TA,TA,3.5,1
963,6,6,TA,TA,Gd,TA,3.5,0
964,9,5,Gd,TA,Ex,No_Feature,2.0,0
965,7,5,Gd,TA,Gd,Gd,3.5,1
966,6,5,Gd,TA,Gd,Gd,2.5,1
967,5,7,Gd,Gd,TA,TA,2.5,1
968,5,7,TA,TA,TA,No_Feature,2.0,0
969,3,6,TA,TA,TA,No_Feature,1.0,1
970,6,5,TA,Fa,TA,No_Feature,2.0,0
971,4,4,TA,TA,TA,No_Feature,1.5,1
972,7,5,Gd,TA,Gd,No_Feature,2.0,1
973,6,5,TA,TA,TA,TA,2.0,0
974,7,5,Gd,TA,Gd,No_Feature,2.0,1
975,7,8,TA,Gd,Gd,No_Feature,1.0,1
976,7,5,Gd,TA,Gd,No_Feature,3.5,0
977,4,7,TA,TA,Fa,No_Feature,1.0,1
978,7,5,Gd,TA,Gd,No_Feature,2.5,1
979,4,5,TA,TA,TA,No_Feature,1.0,0
980,5,6,TA,TA,TA,No_Feature,2.0,0
981,7,9,Ex,TA,Ex,No_Feature,2.0,1
982,8,5,Gd,TA,Gd,TA,3.5,1
983,7,5,Gd,TA,Gd,Gd,2.0,0
984,8,5,Gd,TA,Gd,Gd,2.5,0
985,5,5,TA,TA,Gd,No_Feature,2.0,0
986,5,5,TA,TA,TA,No_Feature,2.0,0
987,6,8,TA,Gd,Gd,No_Feature,1.0,1
988,9,5,Ex,TA,Ex,Gd,3.5,1
989,6,6,TA,TA,Gd,TA,2.5,0
990,7,5,Gd,TA,Gd,No_Feature,2.5,0
991,8,5,Gd,TA,Gd,TA,3.5,1
992,8,9,Gd,Gd,Gd,Gd,1.5,1
993,6,8,TA,TA,Gd,Fa,2.5,1
994,6,5,TA,TA,Gd,No_Feature,2.5,1
995,10,5,Ex,TA,Ex,Gd,3.0,1
996,4,7,TA,TA,TA,No_Feature,2.5,1
997,5,6,TA,TA,TA,No_Feature,2.0,0
998,6,6,TA,TA,TA,TA,2.0,0
999,3,4,TA,TA,TA,Gd,1.0,1
1000,7,5,Gd,TA,Gd,No_Feature,3.0,0
1001,3,3,TA,TA,Fa,No_Feature,1.0,0
1002,5,6,TA,TA,Ex,No_Feature,1.0,1
1003,8,5,Gd,TA,Gd,Gd,2.0,0
1004,5,6,TA,TA,TA,No_Feature,2.0,0
1005,7,5,Gd,TA,Gd,Gd,2.0,1
1006,5,8,Gd,TA,TA,No_Feature,2.0,0
1007,6,3,TA,TA,TA,TA,2.5,0
1008,4,4,TA,TA,TA,No_Feature,1.5,0
1009,7,5,Gd,TA,Gd,Gd,2.0,1
1010,5,5,TA,Fa,TA,No_Feature,2.0,1
1011,5,5,TA,TA,TA,Gd,2.0,1
1012,5,5,TA,TA,TA,No_Feature,2.0,0
1013,6,7,TA,Gd,Gd,TA,1.5,1
1014,5,4,TA,TA,TA,No_Feature,2.0,1
1015,6,5,TA,TA,TA,Gd,1.0,1
1016,8,6,Gd,TA,Gd,No_Feature,3.5,0
1017,7,5,Gd,TA,Gd,TA,3.0,0
1018,8,5,Gd,TA,Gd,Ex,2.0,0
1019,7,5,Gd,TA,Gd,TA,2.5,1
1020,7,5,Gd,TA,Gd,Gd,2.0,0
1021,4,5,TA,TA,Gd,No_Feature,2.5,0
1022,7,5,Gd,TA,Gd,No_Feature,3.0,0
1023,5,5,TA,TA,TA,No_Feature,1.0,1
1024,7,5,Gd,TA,Gd,Gd,2.0,1
1025,8,6,Gd,TA,Gd,Gd,3.0,0
1026,5,5,TA,TA,TA,No_Feature,2.0,0
1027,5,5,TA,TA,TA,Gd,2.0,0
1028,8,5,Gd,TA,Gd,Gd,3.0,1
1029,5,5,TA,TA,TA,Gd,2.0,1
1030,6,7,TA,TA,TA,No_Feature,2.0,0
1031,5,8,TA,TA,TA,No_Feature,2.0,1
1032,7,3,TA,TA,TA,TA,3.5,1
1033,8,7,Gd,Gd,Gd,TA,3.5,0
1034,7,5,Gd,TA,Gd,No_Feature,3.0,0
1035,5,7,TA,Gd,Fa,Gd,1.0,1
1036,4,3,TA,Gd,TA,No_Feature,1.0,0
1037,9,5,Gd,TA,Ex,Ex,3.0,1
1038,8,5,Gd,TA,Gd,TA,2.5,1
