Id,SalePrice,LotFrontage,LotArea,GrLivArea,TotalSF,YearBuilt,YearRemodAdd,HouseAge,YearsSinceRemodel,MoSold,YrSold
422,215000,69.0,16635,1602,3204,1977,2000,32,9,6,2009
423,113000,100.0,21750,988,1976,1954,1954,54,54,2,2008
424,315000,80.0,9200,2630,4100,1998,1998,10,10,6,2008
425,139000,72.0,9000,1196,2392,1956,1956,52,52,5,2008
426,135000,60.0,3378,1389,2040,1946,1992,63,17,9,2009
427,275000,69.0,12800,1644,3162,1989,1989,20,20,8,2009
428,109008,77.0,8593,907,1814,1957,1957,51,51,7,2008
429,195400,64.0,6762,1208,2416,2007,2007,0,0,9,2007
430,175000,130.0,11457,1412,2804,1988,1988,21,21,3,2009
431,85400,21.0,1680,987,1470,1971,1971,37,37,7,2008
432,79900,60.0,5586,1198,2099,1920,1998,88,10,9,2008
433,122500,24.0,1920,1365,2130,1971,1971,36,36,8,2007
434,181000,100.0,10839,1604,2530,1997,1998,11,10,7,2008
435,81000,21.0,1890,630,1260,1972,1972,36,36,6,2008
436,212000,43.0,10667,1661,2460,1996,1996,13,13,4,2009
437,116000,40.0,4400,1118,1766,1920,1950,86,56,10,2006
438,119000,50.0,6000,904,1788,1926,2004,83,5,1,2009
439,90350,40.0,4280,694,1134,1913,2002,94,5,3,2007
440,110000,67.0,12354,1196,1880,1920,2000,89,9,8,2009
441,555000,105.0,15431,2402,5496,2008,2008,1,1,4,2009
442,118000,92.0,12108,1440,2880,1955,1955,53,53,9,2008
443,162900,52.0,6240,1573,2651,1930,1992,78,16,6,2008
444,172500,53.0,3922,1258,2516,2006,2007,1,0,6,2007
445,210000,70.0,8750,1908,2823,1994,1995,14,13,7,2008
446,127500,73.0,9855,1689,3125,1956,1956,53,53,11,2009
447,190000,137.0,16492,1888,3405,1966,2002,44,8,6,2010
448,199900,69.0,11214,1886,2816,1998,1999,8,7,7,2006
449,119500,50.0,8600,1376,2156,1937,1950,69,56,6,2006
450,120000,50.0,6000,1183,1832,1948,2002,59,5,6,2007
451,110000,70.0,5684,813,1626,1930,2005,76,1,6,2006
452,280000,62.0,70761,1533,3066,1975,1975,31,31,12,2006
453,204000,69.0,9303,1756,2628,1996,1997,11,10,7,2007
454,210000,75.0,9000,1590,2358,2008,2008,1,1,6,2009
455,188000,63.0,9297,1728,3456,1976,1976,30,30,7,2006
456,175500,80.0,9600,1242,2484,1973,1973,34,34,9,2007
457,98000,34.0,4571,1344,1968,1916,1950,92,58,5,2008
458,256000,69.0,53227,1663,3027,1954,1994,54,14,3,2008
459,161000,69.0,5100,1666,2254,1925,1996,83,12,6,2008
460,110000,69.0,7015,1203,1912,1950,1950,59,59,7,2009
461,263435,75.0,8004,1935,2767,2009,2009,0,0,12,2009
462,155000,60.0,7200,1135,1695,1936,2007,73,2,4,2009
463,62383,60.0,8281,864,1728,1965,1965,44,44,12,2009
464,188700,74.0,11988,1660,2375,1934,1995,74,13,8,2008
465,124000,60.0,8430,1040,2080,1978,1978,31,31,8,2009
466,178740,69.0,3072,1414,2789,2004,2004,2,2,5,2006
467,167000,85.0,10628,1277,2554,1970,1970,37,37,4,2007
468,146500,79.0,9480,1644,2372,1942,1995,65,12,6,2007
469,250000,98.0,11428,1634,3260,2006,2006,1,1,5,2007
470,187000,76.0,9291,1710,2542,1993,1993,15,15,6,2008
471,212000,69.0,6820,1502,2990,1985,1985,25,25,6,2010
472,190000,92.0,11952,1969,2777,1977,1977,30,30,11,2007
473,148000,35.0,3675,1072,1619,2005,2005,3,3,6,2008
474,440000,110.0,14977,1976,3952,2006,2007,1,0,7,2007
475,251000,41.0,5330,1652,3146,2000,2000,7,7,8,2007
476,132500,80.0,8480,970,1940,1963,1963,44,44,7,2007
477,208900,75.0,13125,1493,2971,1997,1998,11,10,4,2008
478,380000,105.0,13693,2643,4796,2006,2006,1,1,3,2007
479,297000,79.0,10637,1718,3423,2007,2008,2,1,9,2009
480,89471,50.0,5925,1131,2038,1937,2000,70,7,3,2007
481,326000,98.0,16033,1850,3683,2004,2005,2,1,3,2006
482,374000,72.0,11846,1792,3584,2003,2004,3,2,8,2006
483,155000,50.0,2500,1826,2736,1915,2005,94,4,6,2009
484,164000,32.0,4500,1216,2432,1998,1998,8,8,5,2006
485,132500,69.0,7758,999,1998,1962,2001,45,6,3,2007
486,147000,80.0,9600,1113,2226,1950,2007,59,2,7,2009
487,156000,79.0,10289,1073,2146,1965,1965,42,42,6,2007
488,175000,70.0,12243,1484,2968,1971,1971,36,36,2,2007
489,160000,60.0,10800,2414,3368,1900,1970,106,36,5,2006
490,86000,21.0,1526,630,1260,1970,2002,39,7,5,2009
491,115000,69.0,2665,1304,1568,1976,1976,32,32,6,2008
492,133000,79.0,9490,1578,2384,1941,1950,65,56,8,2006
493,172785,105.0,15578,1456,2184,2006,2006,0,0,5,2006
494,155000,70.0,7931,1269,2538,1960,1960,48,48,6,2008
495,91300,50.0,5784,886,1076,1938,1996,71,13,12,2009
496,34900,60.0,7879,720,1440,1920,1950,89,59,11,2009
497,430000,69.0,12692,3228,6428,1992,1993,15,14,5,2007
498,184000,60.0,9120,1820,2846,1925,1950,83,58,6,2008
499,130000,65.0,7800,899,1763,1967,2004,42,5,6,2009
500,120000,70.0,7535,912,1824,1958,1985,49,22,6,2007
501,113000,21.0,1890,1218,1890,1973,1973,34,34,5,2007
502,226700,75.0,9803,1768,2634,2005,2005,3,3,2,2008
503,140000,70.0,9170,1214,2428,1965,1965,42,42,4,2007
504,289000,100.0,15602,1801,3302,1959,1997,51,13,3,2010
505,147000,24.0,2308,1322,2177,1974,1974,35,35,6,2009
506,124500,60.0,7596,1960,2920,1952,1952,57,57,7,2009
507,215000,80.0,9554,1911,2688,1993,1994,13,12,9,2006
508,208300,75.0,7862,1218,2436,2009,2009,0,0,9,2009
509,161000,60.0,9600,1378,2067,1928,2005,80,3,10,2008
510,124500,80.0,9600,1041,2082,1959,1959,50,50,7,2009
511,164900,75.0,14559,1363,2371,1951,2000,58,9,6,2009
512,202665,40.0,6792,1368,2736,2005,2006,1,0,3,2006
513,129900,70.0,9100,864,1728,1958,1958,48,48,7,2006
514,134000,71.0,9187,1080,2164,1983,1983,24,24,6,2007
515,96500,55.0,10594,789,1557,1926,1950,81,57,6,2007
516,402861,94.0,12220,2020,4026,2009,2009,0,0,9,2009
517,158000,69.0,10448,2119,2808,1972,1972,37,37,8,2009
518,265000,79.0,10208,2344,3608,1996,1997,13,12,7,2009
519,211000,69.0,9531,1796,2590,1998,1998,9,9,5,2007
520,234000,53.0,10918,2080,3356,1926,2004,83,5,6,2009
521,106250,60.0,10800,1294,1294,1900,2000,108,8,8,2008
522,150000,90.0,11988,1244,2488,1957,1957,50,50,5,2007
523,159000,50.0,5000,1664,2668,1947,1950,59,56,10,2006
524,184750,130.0,40094,4676,7814,2007,2008,0,-1,10,2007
525,315750,95.0,11787,2398,3777,1996,1997,11,10,8,2007
526,176000,62.0,7500,1266,2523,2005,2005,1,1,4,2006
527,132000,70.0,13300,928,1856,1956,2000,51,7,6,2007
528,446261,67.0,14948,2713,4165,2008,2008,0,0,11,2008
529,86000,58.0,9098,605,1133,1920,2002,87,5,7,2007
530,200624,69.0,32668,2515,4550,1957,1975,50,32,3,2007
531,175000,85.0,10200,1509,2970,1988,1989,20,19,8,2008
532,128000,60.0,6155,1362,1973,1920,1999,88,9,6,2008
533,107500,60.0,7200,827,827,1955,2007,55,3,4,2010
534,39300,50.0,5000,334,334,1946,1950,61,57,1,2007
535,178000,74.0,9056,1414,2121,2004,2004,2,2,10,2006
536,107500,70.0,7000,1347,2464,1910,1991,98,17,1,2008
537,188000,57.0,8924,1724,2604,1998,1999,10,9,7,2008
538,111250,69.0,12735,864,1728,1972,1972,36,36,4,2008
539,158000,69.0,11553,1159,2210,1968,1968,38,38,7,2006
540,272000,69.0,11423,1601,3182,2001,2002,9,8,5,2010
541,315000,85.0,14601,1838,3676,2006,2006,3,3,3,2009
542,248000,69.0,11000,2285,3254,2000,2000,7,7,6,2007
543,213250,78.0,10140,1680,3330,1998,1999,11,10,6,2009
544,133000,34.0,4058,767,1490,1998,1998,9,9,6,2007
545,179665,58.0,17104,1496,2150,2006,2006,0,0,9,2006
546,229000,69.0,13837,2183,3387,1988,1988,18,18,2,2006
547,210000,70.0,8737,1635,2700,1923,1950,84,57,5,2007
548,129500,54.0,7244,768,1536,1970,1970,37,37,4,2007
549,125000,49.0,8235,825,1650,1955,1995,53,13,6,2008
550,263000,75.0,9375,2094,3006,2003,2004,6,5,11,2009
551,140000,53.0,4043,1069,2138,1977,1977,31,31,10,2008
552,112500,50.0,6000,928,1856,1957,1957,51,51,6,2008
553,255500,87.0,11146,1717,3426,2006,2006,3,3,7,2009
554,108000,67.0,8777,1126,1126,1949,2003,60,6,5,2009
555,284000,85.0,10625,2046,3044,2003,2004,5,4,8,2008
556,113000,58.0,6380,1048,2041,1922,1950,84,56,8,2006
557,141000,69.0,14850,1092,2184,1957,1957,49,49,5,2006
558,108000,60.0,11040,1336,1973,1920,1950,86,56,9,2006
559,175000,57.0,21872,1446,2175,1996,1997,12,11,8,2008
560,234000,69.0,3196,1557,2931,2003,2004,3,2,10,2006
561,121500,69.0,11341,1392,2784,1957,1996,53,14,5,2010
562,170000,77.0,10010,1389,2778,1974,1975,32,31,4,2006
563,108000,63.0,13907,996,1992,1940,1969,68,39,7,2008
564,185000,66.0,21780,1674,2837,1918,1950,90,58,7,2008
565,268000,69.0,13346,2295,3390,1992,2000,14,6,7,2006
566,128000,66.0,6858,1647,2453,1915,1950,95,60,5,2010
567,325000,77.0,11198,2504,3626,2005,2007,3,1,6,2008
568,214000,70.0,10171,1535,3052,2004,2004,6,6,3,2010
569,316600,79.0,12327,2132,3628,1983,2009,26,0,9,2009
570,135960,69.0,7032,943,1886,1979,1979,27,27,12,2006
571,142600,74.0,13101,1728,3456,1965,1965,43,43,11,2008
572,120000,60.0,7332,864,1728,1959,1959,47,47,10,2006
573,224500,83.0,13159,1692,2538,2009,2009,0,0,7,2009
574,170000,76.0,9967,1430,1814,2000,2000,7,7,12,2007
575,139000,70.0,10500,1109,1481,1971,2005,36,2,12,2007
576,118500,80.0,8480,1216,2048,1947,1950,61,58,10,2008
577,145000,52.0,6292,1477,2338,1928,1950,81,59,8,2009
578,164500,96.0,11777,1320,2484,1966,1966,40,40,5,2006
579,146000,34.0,3604,1392,2081,2007,2007,1,1,2,2008
580,131500,81.0,12150,1795,2845,1954,1954,54,54,11,2008
581,181900,69.0,14585,1429,2573,1960,1987,47,20,6,2007
582,253293,98.0,12704,2042,4084,2008,2009,1,0,8,2009
583,118500,81.0,11841,816,1632,1990,1990,17,17,5,2007
584,325000,75.0,13500,2775,4012,1893,2000,115,8,7,2008
585,133000,51.0,6120,1573,2457,1935,1995,74,14,7,2009
586,369900,88.0,11443,2028,3896,2005,2006,1,0,3,2006
587,130000,55.0,10267,838,1654,1918,2000,90,8,5,2008
588,137000,74.0,8740,860,1700,1982,1982,27,27,7,2009
589,143000,65.0,25095,1473,2910,1968,2003,41,6,6,2009
590,79500,50.0,9100,935,1521,1930,1960,78,48,8,2008
591,185900,64.0,8320,1582,2352,2004,2004,4,4,9,2008
592,451950,97.0,13478,2296,4018,2008,2008,1,1,6,2009
593,138000,60.0,6600,816,1632,1982,2003,26,5,6,2008
594,140000,69.0,4435,848,1696,2003,2003,6,6,5,2009
595,110000,88.0,7990,924,1848,1975,1975,33,33,4,2008
596,319000,69.0,11302,1826,3640,2005,2006,1,0,8,2006
597,114504,60.0,3600,1368,2052,1910,1993,96,13,10,2006
598,194201,53.0,3922,1402,2660,2006,2007,1,0,2,2007
599,217500,80.0,12984,1647,3077,1977,1977,29,29,3,2006
600,151000,24.0,1950,1556,2272,1980,1980,28,28,7,2008
601,275000,74.0,10927,1904,2962,2005,2005,1,1,6,2006
602,141000,50.0,9000,1375,2155,1937,1950,70,57,12,2007
603,220000,80.0,10041,1915,2823,1992,1992,14,14,2,2006
604,151000,30.0,3182,1200,1800,2004,2005,6,5,6,2010
605,221000,88.0,12803,1494,2988,2002,2002,6,6,9,2008
606,205000,85.0,13600,1986,2754,1965,1990,44,19,10,2009
607,152000,82.0,12464,1040,2080,1996,1996,13,13,11,2009
608,225000,78.0,7800,2008,2904,1948,2002,58,4,8,2006
609,359100,78.0,12168,3194,4159,1934,1998,73,9,9,2007
610,118500,61.0,7943,1029,2058,1961,1961,46,46,4,2007
611,313000,69.0,11050,2153,3593,2000,2000,9,9,5,2009
612,148000,69.0,10395,1032,2064,1978,1978,29,29,7,2007
613,261500,69.0,11885,1872,3171,2001,2001,8,8,11,2009
614,147000,70.0,8402,1120,2240,2007,2007,0,0,12,2007
615,75500,21.0,1491,630,1260,1972,1972,38,38,5,2010
616,137500,80.0,8800,1054,1990,1963,1963,47,47,5,2010
617,183200,69.0,7861,1509,2292,2002,2003,4,3,6,2006
618,105500,59.0,7227,832,1664,1954,1954,54,54,6,2008
619,314813,90.0,11694,1828,3650,2007,2007,0,0,7,2007
620,305000,85.0,12244,2262,3744,2003,2003,5,5,8,2008
621,67000,45.0,8248,864,1728,1914,1950,94,58,9,2008
622,240000,90.0,10800,2614,4136,1974,1997,34,11,6,2008
623,135000,71.0,7064,980,1960,1977,1977,32,32,7,2009
624,168500,69.0,2117,1512,2268,2000,2000,7,7,6,2007
625,165150,80.0,10400,1790,2522,1972,1972,34,34,11,2006
626,160000,87.0,10000,1116,2232,1962,1962,48,48,2,2010
627,139900,69.0,12342,1422,2400,1960,1978,47,29,8,2007
628,153000,80.0,9600,1520,2676,1955,1972,55,38,3,2010
629,135000,70.0,11606,2080,3120,1969,1969,38,38,9,2007
630,168500,82.0,9020,1350,2598,1964,1964,44,44,6,2008
631,124000,50.0,9000,1750,2386,1880,1991,126,15,6,2006
632,209500,34.0,4590,1554,3108,2006,2006,1,1,8,2007
633,82500,85.0,11900,1411,2797,1977,1977,32,32,4,2009
634,139400,80.0,9250,1056,2112,1954,2005,53,2,7,2007
635,144000,64.0,6979,1056,2112,1980,1980,30,30,6,2010
636,200000,60.0,10896,3395,4320,1914,1995,93,12,3,2007
637,60000,51.0,6120,800,1064,1936,1950,73,59,1,2009
638,93000,50.0,6000,1387,2198,1954,1954,55,55,11,2009
639,85000,67.0,8777,796,1592,1910,1950,98,58,5,2008
640,264561,53.0,3982,1567,3087,2006,2006,0,0,10,2006
641,274000,62.0,12677,1518,3036,2003,2004,5,4,4,2008
642,226000,69.0,7050,1929,2986,2001,2001,6,6,5,2007
643,345000,75.0,13860,2704,4656,1972,1995,37,14,7,2009
644,152000,80.0,10793,1620,2400,1969,1969,38,38,4,2007
645,370878,85.0,9187,1766,3532,2009,2009,0,0,10,2009
646,143250,69.0,10530,981,1962,1971,1971,36,36,3,2007
647,98300,60.0,7200,1048,1048,1950,1950,58,58,7,2008
648,155000,85.0,10452,1094,2188,1953,1953,55,55,6,2008
649,155000,70.0,7700,1839,2595,1966,1966,44,44,6,2010
650,84500,21.0,1936,630,1260,1970,1970,37,37,12,2007
651,205950,65.0,8125,1665,2478,2007,2007,1,1,5,2008
652,108000,60.0,9084,1510,2265,1940,1950,69,59,10,2009
653,191000,70.0,8750,1716,2596,1996,1996,13,13,7,2009
654,135000,60.0,10320,1469,2225,1906,1995,102,13,6,2008
655,350000,91.0,10437,2113,4222,1995,1995,13,13,8,2008
656,88000,21.0,1680,1092,1617,1971,1971,39,39,3,2010
657,145500,72.0,10007,1053,2106,1959,2006,49,2,8,2008
658,149000,60.0,7200,1502,2278,1931,2000,77,8,2,2008
659,97500,78.0,17503,1458,2370,1948,1950,62,60,1,2010
660,167000,75.0,9937,1486,2972,1964,1999,45,10,3,2009
661,197900,69.0,12384,1935,2728,1976,1976,31,31,11,2007
662,402000,52.0,46589,2448,4077,1994,2005,15,4,7,2009
663,110000,120.0,13560,1392,2784,1968,1968,41,41,7,2009
664,137500,90.0,10012,1181,2319,1972,1972,36,36,4,2008
665,423000,49.0,20896,2097,4174,2005,2006,1,0,1,2006
666,230500,106.0,11194,1936,3342,2000,2000,6,6,11,2006
667,129000,69.0,18450,2380,3401,1965,1979,42,28,8,2007
668,193500,65.0,8125,1679,3087,1994,1998,14,10,10,2008
669,168000,69.0,14175,1437,2625,1956,1987,50,19,11,2006
670,137500,80.0,11600,1180,1880,1922,1950,84,56,7,2006
671,173500,64.0,8633,1476,2214,2005,2005,4,4,2,2009
672,103600,54.0,6629,1369,2041,1925,1950,84,59,7,2009
673,165000,69.0,11250,1208,2416,1977,1977,29,29,6,2006
674,257500,110.0,14442,1839,3316,1957,2004,50,3,6,2007
675,140000,80.0,9200,1136,2272,1965,1965,43,43,7,2008
676,148500,24.0,2289,1441,2296,1978,1978,31,31,4,2009
677,87000,60.0,9600,1774,2869,1900,1950,106,56,5,2006
678,109500,52.0,9022,792,1560,1924,2006,85,3,5,2009
679,372500,80.0,11844,2046,4092,2008,2008,1,1,7,2009
680,128500,69.0,9945,988,1976,1961,1961,46,46,10,2007
681,143000,50.0,8012,923,1846,1980,1980,30,30,5,2010
682,159434,55.0,4500,1520,2313,1932,2000,77,9,7,2009
683,173000,69.0,2887,1291,2582,1996,1997,12,11,11,2008
684,285000,90.0,11248,1668,3294,2002,2002,5,5,7,2007
685,221000,58.0,16770,1839,3034,1998,1998,12,12,6,2010
686,207500,69.0,5062,2090,3280,1984,1984,23,23,9,2007
687,227875,84.0,10207,1761,2635,2007,2007,0,0,8,2007
688,148800,69.0,5105,1102,1653,2004,2004,3,3,3,2007
689,392000,60.0,8089,1419,2838,2007,2007,0,0,10,2007
690,194700,61.0,7577,1362,2724,2005,2006,2,1,6,2007
691,141000,69.0,4426,848,1696,2004,2004,4,4,5,2008
692,755000,104.0,21535,4316,6760,1994,1995,13,12,1,2007
693,335000,42.0,26178,2519,3729,1989,1990,17,16,4,2006
694,108480,60.0,5400,1073,2146,1921,1968,85,38,12,2006
695,141500,51.0,6120,1539,2466,1936,1950,73,59,4,2009
696,176000,54.0,13811,1137,2249,1987,1987,19,19,7,2006
697,89000,50.0,6000,616,1232,1921,1950,85,56,6,2006
698,123500,57.0,6420,1148,2128,1952,1952,54,54,9,2006
699,138500,65.0,8450,894,1788,1965,2009,45,1,4,2010
700,196000,59.0,4282,1391,2782,2004,2004,4,4,7,2008
701,312500,85.0,14331,1800,3600,2002,2002,4,4,5,2006
702,140000,80.0,9600,1164,2328,1969,1969,37,37,7,2006
703,361919,82.0,12438,2576,3810,2006,2006,0,0,7,2006
704,140000,76.0,7630,1812,2172,1900,1996,110,14,5,2010
705,213000,70.0,8400,1484,2957,2004,2005,6,5,5,2010
706,55000,70.0,5600,1092,1092,1930,1950,80,60,7,2010
707,302000,69.0,115149,1824,3467,1971,2002,36,5,6,2007
708,254000,48.0,6240,1324,2648,2006,2006,3,3,12,2009
709,179540,65.0,9018,1456,2184,2007,2007,0,0,7,2007
710,109900,69.0,7162,904,1780,1966,1966,42,42,12,2008
711,52000,56.0,4130,729,999,1935,2003,73,5,7,2008
712,102776,66.0,8712,1178,2037,1900,1950,110,60,1,2010
713,189000,40.0,4671,1228,2456,1988,1989,20,19,10,2008
714,129000,60.0,9873,960,1920,1970,1970,36,36,5,2006
715,130500,69.0,13517,1479,2204,1976,2005,34,5,3,2010
716,165000,78.0,10140,1350,2414,1974,1974,35,35,8,2009
717,159500,60.0,10800,2554,3272,1890,1998,117,9,7,2007
718,157000,80.0,10000,1178,2354,1973,2000,35,8,11,2008
719,341000,96.0,10542,2418,3729,1993,1994,15,14,8,2008
720,128500,69.0,9920,971,1942,1969,1969,37,37,5,2006
721,275000,69.0,6563,1742,3484,1985,1985,21,21,12,2006
722,143000,69.0,4426,848,1696,2004,2004,6,6,5,2010
723,124500,70.0,8120,864,1728,1970,1970,39,39,7,2009
724,135000,60.0,8172,1470,2411,1954,1972,54,36,5,2008
725,320000,86.0,13286,1698,3396,2007,2008,2,1,2,2009
726,120500,60.0,6960,864,1728,1970,1970,39,39,11,2009
727,222000,69.0,21695,1680,2560,1988,2007,21,2,12,2009
728,194500,64.0,7314,1232,2464,2007,2007,2,2,2,2009
729,110000,85.0,11475,1776,3360,1958,1958,51,51,7,2009
730,103000,52.0,6240,1208,1628,1925,1950,84,59,1,2009
731,236500,39.0,5389,1616,3211,1995,1996,15,14,3,2010
732,187500,73.0,9590,1146,2014,2003,2003,4,4,5,2007
733,222500,75.0,11404,2031,3184,1998,1999,10,9,7,2008
734,131400,80.0,10000,1144,2008,1961,1983,48,26,3,2009
735,108000,69.0,8978,948,1896,1968,1968,39,39,5,2007
736,163000,60.0,10800,1768,2648,1914,1970,92,36,10,2006
737,93500,60.0,8544,1040,1040,1950,1950,56,56,7,2006
738,239900,72.0,10463,1801,2694,2005,2005,1,1,6,2006
739,179000,60.0,10800,1200,2400,1987,1988,22,21,3,2009
740,190000,65.0,9313,1728,2592,2004,2004,5,5,4,2009
741,132000,60.0,9600,1432,1696,1910,2002,97,5,5,2007
742,142000,65.0,6768,912,1824,1961,1996,47,12,5,2008
743,179000,65.0,8450,1349,2698,2000,2001,7,6,12,2007
744,175000,70.0,12886,1464,1984,1963,1999,46,10,10,2009
745,180000,41.0,5395,1337,2674,1993,1993,15,15,10,2008
746,299800,69.0,8963,2715,3857,1976,1996,32,12,7,2008
747,236000,69.0,8795,2256,3208,2000,2000,9,9,4,2009
748,265979,65.0,11700,2640,3880,1880,2003,129,6,5,2009
749,260400,59.0,10593,1720,3440,1996,1996,14,14,3,2010
750,98000,50.0,8405,1529,1529,1945,1950,64,59,4,2009
751,96500,55.0,8800,1140,1716,1910,2004,100,6,6,2010
752,162000,69.0,7750,1320,1980,2003,2003,4,4,8,2007
753,217000,79.0,9236,1494,2973,1997,1997,9,9,7,2006
754,275500,80.0,10240,2098,3128,2005,2005,1,1,3,2006
755,156000,61.0,7930,1026,2052,1969,2005,40,4,7,2009
756,172500,34.0,3230,1471,2200,1999,1999,10,10,3,2009
757,212000,68.0,10769,1768,2634,2007,2007,2,2,4,2009
758,158900,69.0,11616,1386,2058,1978,1978,32,32,4,2010
759,179400,24.0,2280,1501,2245,1999,1999,9,9,8,2008
760,290000,65.0,12257,2531,3849,1995,1995,12,12,11,2007
761,127500,70.0,9100,864,1728,1959,1959,50,50,10,2009
762,100000,60.0,6911,1301,2446,1924,1950,85,59,10,2009
763,215200,72.0,8640,1547,2303,2009,2009,1,1,6,2010
764,337000,82.0,9430,2365,3617,1999,1999,10,10,7,2009
765,270000,30.0,9549,1494,2988,1995,1996,11,10,4,2006
766,264132,75.0,14587,1506,3004,2008,2008,0,0,8,2008
767,196500,80.0,10421,1714,2694,1988,1988,22,22,3,2010
768,160000,75.0,12508,1750,2733,1940,1985,68,23,7,2008
769,216837,70.0,9100,1836,3696,2004,2005,2,1,10,2006
770,538000,47.0,53504,3279,4929,2003,2003,7,7,6,2010
771,134900,69.0,7252,858,1716,1982,1982,27,27,4,2009
772,102000,67.0,8877,1220,2056,1951,1951,55,55,4,2006
773,107000,94.0,7819,1117,2146,1976,1976,34,34,3,2010
774,114500,70.0,10150,912,1824,1958,1958,49,49,7,2007
775,395000,110.0,14226,1973,3908,2006,2006,1,1,7,2007
776,162000,32.0,4500,1204,2408,1998,1998,11,11,6,2009
777,221500,86.0,11210,1614,3228,2005,2006,1,0,7,2006
778,142500,100.0,13350,894,1758,1974,1974,32,32,6,2006
779,144000,60.0,8400,2020,2020,1977,1977,30,30,10,2007
780,135000,78.0,10530,1004,1979,1977,1977,29,29,5,2006
781,176000,63.0,7875,1253,2490,1995,1996,12,11,6,2007
782,175900,65.0,7153,1603,2364,1992,1992,14,14,7,2006
783,187100,67.0,16285,1430,2843,2001,2002,8,7,6,2009
784,165500,69.0,9101,1110,2207,1978,1978,31,31,7,2009
785,128000,35.0,6300,1484,2226,1914,2001,94,7,6,2008
786,161500,69.0,9790,1342,2714,1967,1967,42,42,9,2009
787,139000,60.0,10800,1652,2338,1915,1950,95,60,6,2010
788,233000,76.0,10142,2084,3040,2004,2004,6,6,1,2010
789,107900,50.0,6000,901,1802,1954,2000,54,8,8,2008
790,187500,69.0,12205,2087,2919,1966,2007,41,0,7,2007
791,160200,43.0,3182,1145,2290,2005,2006,4,3,9,2009
792,146800,69.0,11333,1062,2091,1976,1976,31,31,5,2007
793,269790,92.0,9920,2013,3130,1996,1997,11,10,6,2007
794,225000,76.0,9158,1496,2992,2007,2007,0,0,6,2007
795,194500,69.0,10832,1895,2607,1994,1996,14,12,10,2008
796,171000,70.0,8400,1564,2214,1980,1981,30,29,4,2010
797,143500,71.0,8197,1285,1945,1977,1977,30,30,4,2007
798,110000,57.0,7677,773,1546,1953,1953,55,55,4,2008
799,485000,104.0,13518,3140,5066,2008,2009,1,0,7,2009
800,175000,60.0,7200,1768,2499,1937,1950,70,57,6,2007
801,200000,79.0,12798,1688,2304,1997,1997,11,11,5,2008
802,109900,40.0,4800,1196,2392,1916,1990,91,17,7,2007
803,189000,63.0,8199,1456,2184,2005,2005,3,3,10,2008
804,582933,107.0,13891,2822,4556,2008,2009,1,0,1,2009
805,118000,75.0,9000,1128,2064,1954,1954,52,52,6,2006
806,227680,91.0,12274,1428,2845,2008,2008,0,0,7,2008
807,135500,75.0,9750,980,1960,1967,1967,39,39,10,2006
808,223500,144.0,21384,1576,2900,1923,2004,86,5,5,2009
809,159950,85.0,13400,1086,2110,1966,1966,40,40,6,2006
810,106000,90.0,8100,2138,2987,1898,1965,111,44,11,2009
811,181000,78.0,10140,1309,2349,1974,1999,32,7,1,2006
812,144500,69.0,4438,848,1696,2004,2004,4,4,6,2008
813,55993,66.0,8712,1044,1584,1952,1952,58,58,6,2010
814,157900,75.0,9750,1442,2884,1958,1958,49,49,4,2007
815,116000,45.0,8248,1250,1936,1918,1950,88,56,7,2006
816,224900,48.0,12137,1661,3310,1998,1998,12,12,5,2010
817,137000,69.0,11425,1008,2016,1954,1954,52,52,7,2006
818,271000,69.0,13265,1689,3257,2002,2002,6,6,7,2008
819,155000,80.0,8816,1052,2062,1971,1971,39,39,6,2010
820,224000,44.0,6371,1358,2716,2009,2010,1,0,6,2010
821,183000,72.0,7226,1640,2438,2003,2003,5,5,6,2008
822,93000,60.0,6000,936,1872,1953,1953,56,56,2,2009
823,225000,69.0,12394,1733,2580,2003,2003,4,4,10,2007
824,139500,60.0,9900,1489,2267,1940,1950,69,59,7,2009
825,232600,81.0,11216,1489,2978,2006,2006,0,0,6,2006
826,385000,114.0,14803,2084,4162,2007,2008,1,0,6,2008
827,109500,50.0,6130,784,1568,1924,1950,84,58,5,2008
828,189000,65.0,8529,1434,2888,2001,2001,8,8,4,2009
829,185000,69.0,28698,2126,3139,1967,1967,42,42,6,2009
830,147400,24.0,2544,1223,1743,2005,2005,1,1,7,2006
831,166000,80.0,11900,1392,2784,1957,1957,51,51,6,2008
832,151000,30.0,3180,1200,1720,2005,2005,1,1,6,2006
833,237000,44.0,9548,1829,2770,2003,2003,7,7,1,2010
834,167000,100.0,10004,1516,3032,1964,1964,45,45,2,2009
835,139950,75.0,7875,1144,2288,1961,1961,47,47,9,2008
836,128000,60.0,9600,1067,2134,1950,1995,60,15,2,2010
837,153500,90.0,8100,1559,3118,1948,1973,59,34,6,2007
838,100000,21.0,1680,987,1470,1973,1973,35,35,11,2008
839,144000,75.0,9525,1099,2198,1995,2006,13,2,6,2008
840,130500,70.0,11767,1200,1968,1946,1995,62,13,5,2008
841,140000,69.0,12155,1482,2154,1925,1950,83,58,3,2008
842,157500,60.0,10440,1539,2189,1904,2002,104,6,6,2008
843,174900,82.0,9020,1165,2292,1966,1966,42,42,5,2008
844,141000,80.0,8000,1800,3600,1961,1961,46,46,7,2007
845,153900,100.0,12665,1416,2292,1915,1950,93,58,6,2008
