Property_ID,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,HasGarage
439,Detchd,1990.0,Unf,1,352,Gd,TA,P,1
440,Detchd,2005.0,Unf,2,528,TA,TA,Y,1
441,Attchd,2008.0,Fin,3,672,TA,TA,Y,1
442,No_Feature,0.0,No_Feature,0,0,No_Feature,No_Feature,Y,0
443,Detchd,1930.0,Unf,2,360,TA,TA,P,1
444,Attchd,2007.0,Fin,3,648,TA,TA,Y,1
445,Attchd,1994.0,Unf,2,493,TA,TA,Y,1
446,Attchd,1956.0,Unf,2,480,TA,TA,Y,1
447,Attchd,1966.0,Fin,2,578,TA,TA,Y,1
448,Attchd,1998.0,Fin,2,431,TA,TA,Y,1
449,Detchd,1937.0,Unf,1,198,TA,TA,N,1
450,Detchd,1981.0,Unf,1,308,TA,TA,Y,1
451,Detchd,1932.0,Unf,1,270,Fa,Fa,N,1
452,Attchd,1975.0,Unf,2,576,TA,TA,Y,1
453,Attchd,1996.0,Fin,2,422,TA,TA,Y,1
454,Attchd,2008.0,RFn,2,676,TA,TA,Y,1
455,Detchd,1976.0,Unf,2,560,TA,TA,Y,1
456,Attchd,1973.0,Unf,2,528,TA,TA,Y,1
457,Detchd,1916.0,Unf,3,513,Fa,Fa,Y,1
458,Attchd,1954.0,Fin,2,529,TA,TA,Y,1
459,Detchd,1925.0,Unf,1,228,TA,TA,Y,1
460,Detchd,1950.0,Unf,1,352,TA,TA,Y,1
461,BuiltIn,2009.0,Fin,2,552,TA,TA,Y,1
462,Detchd,1971.0,RFn,2,576,TA,TA,Y,1
463,Detchd,1965.0,Unf,1,360,TA,TA,Y,1
464,Detchd,1939.0,Unf,1,240,TA,TA,Y,1
465,No_Feature,0.0,No_Feature,0,0,No_Feature,No_Feature,Y,0
466,Attchd,2004.0,Fin,2,398,TA,TA,Y,1
467,Attchd,1970.0,Unf,2,526,TA,TA,Y,1
468,Attchd,1942.0,Unf,1,312,TA,TA,Y,1
469,Attchd,2006.0,RFn,3,866,TA,TA,Y,1
470,Attchd,1993.0,RFn,2,506,TA,TA,Y,1
471,Attchd,1985.0,RFn,2,528,TA,TA,Y,1
472,Attchd,1977.0,RFn,2,534,TA,TA,Y,1
473,Basment,2005.0,RFn,2,525,TA,TA,Y,1
474,Attchd,2006.0,RFn,3,908,TA,TA,Y,1
475,Attchd,2000.0,RFn,2,499,TA,TA,Y,1
476,Detchd,1996.0,Unf,2,624,TA,TA,Y,1
477,Attchd,1997.0,Fin,2,508,TA,TA,Y,1
478,BuiltIn,2006.0,Fin,3,694,TA,TA,Y,1
479,Attchd,2007.0,RFn,3,826,TA,TA,Y,1
480,Detchd,1995.0,Unf,2,672,TA,TA,Y,1
481,Attchd,2004.0,Fin,3,772,TA,TA,Y,1
482,Attchd,2003.0,Fin,3,874,TA,TA,Y,1
483,Attchd,1915.0,Unf,1,164,Fa,Fa,Y,1
484,Attchd,1998.0,Unf,2,402,TA,TA,Y,1
485,Detchd,1963.0,Unf,1,264,TA,TA,Y,1
486,Attchd,1950.0,Unf,1,264,TA,TA,Y,1
487,Attchd,1965.0,RFn,2,515,TA,TA,Y,1
488,Attchd,1971.0,Unf,2,487,TA,TA,Y,1
489,Attchd,1970.0,Unf,2,520,TA,Fa,N,1
490,Attchd,1970.0,Unf,1,286,TA,TA,Y,1
491,BuiltIn,1976.0,Fin,1,336,TA,TA,Y,1
492,Attchd,1941.0,Unf,1,240,TA,TA,Y,1
493,Attchd,2006.0,RFn,2,429,TA,TA,Y,1
494,Detchd,1964.0,Unf,1,308,TA,TA,Y,1
495,Attchd,1938.0,Unf,1,273,TA,TA,Y,1
496,No_Feature,0.0,No_Feature,0,0,No_Feature,No_Feature,N,0
497,Attchd,1992.0,RFn,2,546,TA,TA,Y,1
498,Detchd,1925.0,Unf,1,240,TA,TA,N,1
499,Attchd,1967.0,Fin,1,288,TA,TA,Y,1
500,Attchd,1958.0,Fin,1,297,TA,TA,Y,1
501,Detchd,1973.0,Unf,1,264,TA,TA,Y,1
502,Attchd,2005.0,RFn,2,603,TA,TA,Y,1
503,Detchd,1965.0,Unf,2,461,Fa,Fa,Y,1
504,Attchd,1959.0,Fin,2,484,TA,TA,Y,1
505,Attchd,1974.0,Unf,2,440,TA,TA,Y,1
506,Detchd,1952.0,Unf,2,400,TA,TA,N,1
507,Attchd,1993.0,RFn,2,471,TA,TA,Y,1
508,Attchd,2009.0,Fin,2,676,TA,TA,Y,1
509,Detchd,1928.0,Unf,2,360,TA,TA,N,1
510,Attchd,1959.0,RFn,1,270,TA,TA,Y,1
511,CarPort,1951.0,Unf,1,288,TA,TA,Y,1
512,Attchd,2005.0,RFn,2,474,TA,TA,Y,1
513,Detchd,1964.0,Unf,2,624,TA,TA,Y,1
514,Attchd,1983.0,Unf,2,484,TA,TA,Y,1
515,Detchd,1926.0,Unf,1,200,Po,Po,Y,1
516,Attchd,2009.0,Fin,3,900,TA,TA,Y,1
517,Attchd,1972.0,RFn,2,583,TA,TA,Y,1
518,Attchd,1996.0,RFn,3,889,TA,TA,Y,1
519,Attchd,1998.0,RFn,2,546,TA,TA,Y,1
520,Detchd,1926.0,Unf,1,282,TA,TA,Y,1
521,No_Feature,0.0,No_Feature,0,0,No_Feature,No_Feature,N,0
522,Attchd,1957.0,Unf,1,336,TA,TA,Y,1
523,Detchd,1950.0,Unf,2,420,TA,TA,Y,1
524,BuiltIn,2007.0,Fin,3,884,TA,TA,Y,1
525,Attchd,1996.0,Fin,3,834,TA,TA,Y,1
526,Attchd,2005.0,Unf,2,453,TA,TA,Y,1
527,Attchd,1956.0,Unf,1,252,TA,TA,Y,1
528,Attchd,2008.0,Fin,3,858,TA,TA,Y,1
529,No_Feature,0.0,No_Feature,0,0,No_Feature,No_Feature,N,0
530,Attchd,1975.0,RFn,2,484,TA,TA,Y,1
531,Attchd,1988.0,RFn,2,600,TA,TA,Y,1
532,Detchd,1920.0,Fin,2,502,TA,Fa,Y,1
533,Detchd,1967.0,Unf,1,392,TA,TA,Y,1
534,No_Feature,0.0,No_Feature,0,0,No_Feature,No_Feature,N,0
535,Attchd,2004.0,Fin,2,403,TA,TA,Y,1
536,No_Feature,0.0,No_Feature,0,0,No_Feature,No_Feature,N,0
537,Attchd,1998.0,Fin,2,527,TA,TA,Y,1
538,Detchd,1980.0,Unf,2,576,TA,TA,Y,1
539,Attchd,1968.0,Unf,1,336,TA,TA,Y,1
540,Attchd,2001.0,RFn,2,670,TA,TA,Y,1
541,Attchd,2006.0,Fin,3,765,TA,TA,Y,1
542,BuiltIn,2000.0,Fin,3,648,TA,TA,Y,1
543,Attchd,1998.0,Fin,2,583,TA,TA,Y,1
544,Attchd,1998.0,Fin,1,367,TA,TA,Y,1
545,Attchd,2006.0,RFn,2,426,TA,TA,Y,1
546,Attchd,1988.0,Unf,3,786,TA,TA,Y,1
547,Detchd,1950.0,Unf,2,440,TA,TA,Y,1
548,Detchd,1987.0,Unf,2,624,TA,TA,Y,1
549,Detchd,1963.0,RFn,2,720,TA,TA,Y,1
550,BuiltIn,2003.0,Fin,2,615,TA,TA,Y,1
551,Attchd,1977.0,RFn,2,440,TA,TA,Y,1
552,Attchd,1957.0,Fin,1,288,TA,TA,Y,1
553,Attchd,2006.0,RFn,3,908,TA,TA,Y,1
554,Detchd,2002.0,Fin,2,520,TA,TA,N,1
555,BuiltIn,2003.0,RFn,3,871,TA,TA,Y,1
556,Detchd,1922.0,Unf,1,280,TA,TA,Y,1
557,Attchd,1957.0,Fin,1,299,TA,TA,Y,1
558,CarPort,1994.0,Unf,1,570,TA,TA,Y,1
559,Attchd,1996.0,Unf,2,406,TA,TA,Y,1
560,Attchd,2003.0,Fin,2,420,TA,TA,Y,1
561,Detchd,1957.0,Unf,2,528,TA,TA,Y,1
562,Attchd,1975.0,RFn,2,418,TA,TA,Y,1
563,No_Feature,0.0,No_Feature,0,0,No_Feature,No_Feature,Y,0
564,Detchd,1955.0,Fin,2,396,TA,TA,N,1
565,Attchd,1992.0,RFn,2,590,TA,TA,Y,1
566,Detchd,1920.0,Unf,1,216,TA,TA,Y,1
567,BuiltIn,2005.0,Fin,3,656,TA,TA,Y,1
568,Attchd,2004.0,RFn,2,532,TA,TA,Y,1
569,BuiltIn,1983.0,Fin,2,612,Gd,TA,Y,1
570,Detchd,1979.0,Unf,2,600,TA,TA,Y,1
571,Detchd,1987.0,Unf,2,576,TA,TA,Y,1
572,Attchd,1959.0,Unf,1,288,TA,TA,Y,1
573,Attchd,2009.0,RFn,2,650,TA,TA,Y,1
574,BuiltIn,2000.0,RFn,2,400,TA,TA,Y,1
575,BuiltIn,1971.0,Unf,1,288,TA,TA,Y,1
576,Detchd,1947.0,Unf,1,336,TA,TA,Y,1
577,Detchd,1928.0,Unf,1,216,TA,TA,Y,1
578,Attchd,1966.0,RFn,2,564,TA,TA,Y,1
579,Detchd,2007.0,Unf,2,540,TA,TA,Y,1
580,Attchd,1954.0,Unf,1,352,Fa,TA,Y,1
581,Attchd,1960.0,Unf,2,572,TA,TA,Y,1
582,Attchd,2009.0,RFn,3,1390,TA,TA,Y,1
583,No_Feature,0.0,No_Feature,0,0,No_Feature,No_Feature,Y,0
584,Detchd,1988.0,Unf,2,880,Gd,TA,Y,1
585,Detchd,1935.0,Unf,1,240,TA,TA,Y,1
586,Attchd,2005.0,RFn,3,880,TA,TA,Y,1
587,Detchd,1961.0,Fin,1,275,TA,TA,N,1
588,Detchd,1996.0,Unf,2,528,TA,TA,Y,1
589,Attchd,1968.0,Unf,1,452,TA,TA,Y,1
590,Detchd,1988.0,Unf,1,308,TA,TA,P,1
591,Attchd,2004.0,RFn,2,520,TA,TA,Y,1
592,BuiltIn,2008.0,RFn,3,842,TA,TA,Y,1
593,Detchd,1985.0,Fin,2,816,TA,TA,Y,1
594,Attchd,2003.0,Fin,2,420,TA,TA,Y,1
595,Detchd,1981.0,Unf,1,280,TA,TA,Y,1
596,Attchd,2005.0,Fin,3,758,TA,TA,Y,1
597,Detchd,1930.0,Unf,1,216,TA,Fa,N,1
598,Attchd,2006.0,Fin,3,648,TA,TA,Y,1
599,Attchd,1977.0,Fin,2,621,TA,TA,Y,1
600,Attchd,1980.0,Fin,2,452,TA,TA,Y,1
601,BuiltIn,2003.0,Fin,2,736,TA,TA,Y,1
602,Detchd,1979.0,Unf,1,544,TA,TA,P,1
603,Attchd,1992.0,Fin,2,506,TA,TA,Y,1
604,Detchd,2004.0,RFn,2,480,TA,TA,Y,1
605,Attchd,2002.0,RFn,2,530,TA,TA,Y,1
606,Attchd,1965.0,Unf,2,486,TA,TA,Y,1
607,Detchd,2000.0,Unf,2,576,TA,TA,Y,1
608,Attchd,1948.0,Unf,1,230,TA,TA,Y,1
609,Basment,1934.0,Unf,2,380,TA,TA,Y,1
610,Attchd,1961.0,Unf,1,261,TA,TA,Y,1
611,Attchd,2000.0,Fin,3,736,TA,TA,Y,1
612,Attchd,1978.0,Unf,2,564,TA,TA,Y,1
613,BuiltIn,2001.0,RFn,2,531,TA,TA,Y,1
614,No_Feature,0.0,No_Feature,0,0,No_Feature,No_Feature,Y,0
615,No_Feature,0.0,No_Feature,0,0,No_Feature,No_Feature,Y,0
616,Attchd,1963.0,RFn,2,480,TA,TA,Y,1
617,Attchd,2002.0,Fin,2,393,TA,TA,Y,1
618,Detchd,1962.0,Unf,2,528,TA,TA,Y,1
619,Attchd,2007.0,Unf,3,774,TA,TA,Y,1
620,Attchd,2003.0,Fin,3,749,TA,TA,Y,1
621,No_Feature,0.0,No_Feature,0,0,No_Feature,No_Feature,N,0
622,Attchd,1974.0,RFn,2,624,TA,TA,Y,1
623,Detchd,1986.0,Unf,2,484,TA,TA,Y,1
624,Detchd,2000.0,Unf,2,440,TA,TA,Y,1
625,Attchd,1972.0,RFn,2,484,TA,TA,Y,1
626,Attchd,1962.0,Unf,2,440,TA,TA,Y,1
627,Attchd,1960.0,RFn,1,286,TA,TA,Y,1
628,Basment,1955.0,RFn,1,364,TA,TA,Y,1
629,Attchd,1969.0,Unf,2,504,TA,TA,Y,1
630,Attchd,1964.0,RFn,2,520,TA,TA,Y,1
631,Detchd,1937.0,Unf,1,240,Fa,Po,N,1
632,Attchd,2006.0,RFn,2,627,TA,TA,Y,1
633,Attchd,1977.0,Fin,2,544,TA,TA,Y,1
634,Attchd,1954.0,Unf,1,260,TA,TA,Y,1
635,Detchd,1980.0,Unf,2,576,TA,TA,Y,1
636,No_Feature,0.0,No_Feature,0,0,No_Feature,No_Feature,N,0
637,No_Feature,0.0,No_Feature,0,0,No_Feature,No_Feature,N,0
638,BuiltIn,1954.0,Unf,1,256,TA,TA,Y,1
639,No_Feature,0.0,No_Feature,0,0,No_Feature,No_Feature,P,0
640,Attchd,2006.0,Fin,3,648,TA,TA,Y,1
641,Attchd,2003.0,RFn,2,588,TA,TA,Y,1
642,Attchd,2001.0,Fin,2,650,TA,TA,Y,1
643,Attchd,1972.0,Fin,2,538,TA,TA,Y,1
644,Attchd,1969.0,Fin,2,462,TA,TA,Y,1
645,Attchd,2009.0,Fin,3,478,TA,TA,Y,1
646,Detchd,1979.0,Unf,2,576,TA,TA,Y,1
647,Detchd,1950.0,Unf,2,420,TA,TA,Y,1
648,Attchd,1953.0,RFn,2,495,TA,TA,Y,1
649,Attchd,1966.0,Unf,2,442,TA,TA,Y,1
650,No_Feature,0.0,No_Feature,0,0,No_Feature,No_Feature,Y,0
651,Attchd,2007.0,RFn,2,562,TA,TA,Y,1
652,Detchd,1940.0,Unf,1,296,Fa,Po,P,1
653,Attchd,1996.0,RFn,2,512,TA,TA,Y,1
654,Detchd,1906.0,Unf,1,216,TA,TA,Y,1
655,Attchd,1995.0,Fin,3,839,TA,TA,Y,1
656,Detchd,1971.0,Unf,1,264,TA,TA,Y,1
657,Attchd,1959.0,RFn,1,312,TA,TA,Y,1
658,Attchd,1931.0,RFn,1,270,TA,TA,P,1
659,Attchd,1948.0,Unf,1,330,TA,TA,Y,1
660,Detchd,1968.0,Fin,2,480,TA,TA,Y,1
661,Attchd,1976.0,RFn,2,550,TA,TA,Y,1
662,Attchd,1994.0,RFn,3,711,TA,TA,Y,1
663,Attchd,1968.0,RFn,2,576,TA,TA,Y,1
664,Detchd,1974.0,RFn,2,588,TA,TA,Y,1
665,Attchd,2005.0,Fin,3,1134,TA,TA,Y,1
666,Attchd,2000.0,RFn,2,504,TA,TA,Y,1
667,CarPort,1965.0,Unf,2,596,TA,TA,Y,1
668,Attchd,1994.0,RFn,2,575,TA,TA,Y,1
669,Detchd,1999.0,Unf,2,576,TA,TA,Y,1
670,Detchd,1922.0,Unf,1,252,TA,Fa,Y,1
671,Attchd,2005.0,Fin,2,540,TA,TA,Y,1
672,Detchd,1930.0,Unf,1,300,TA,TA,Y,1
673,Attchd,1977.0,RFn,2,546,TA,TA,Y,1
674,Attchd,1957.0,Fin,2,416,TA,TA,Y,1
675,Attchd,1965.0,RFn,1,384,TA,TA,Y,1
676,Attchd,1978.0,Unf,2,440,TA,TA,Y,1
677,2Types,1920.0,Unf,3,779,Fa,Fa,N,1
678,Detchd,1924.0,Unf,1,240,Fa,Fa,N,1
679,Attchd,2008.0,Fin,3,834,TA,TA,Y,1
680,Detchd,1963.0,Unf,2,572,TA,TA,Y,1
681,Attchd,1980.0,RFn,1,264,TA,TA,Y,1
682,Detchd,1968.0,Unf,1,281,TA,TA,Y,1
683,Attchd,1996.0,Unf,2,431,TA,TA,Y,1
684,Attchd,2002.0,Fin,3,702,TA,TA,Y,1
685,Attchd,1998.0,Fin,2,486,TA,TA,Y,1
686,Attchd,1984.0,Fin,2,577,TA,TA,Y,1
687,Attchd,2007.0,Fin,2,578,TA,TA,Y,1
688,Detchd,2004.0,Unf,2,480,TA,TA,Y,1
689,Attchd,2007.0,RFn,2,567,TA,TA,Y,1
690,Attchd,2005.0,RFn,2,460,TA,TA,Y,1
691,Attchd,2004.0,RFn,2,420,TA,TA,Y,1
692,Attchd,1994.0,Fin,3,832,TA,TA,Y,1
693,Attchd,1989.0,RFn,2,628,TA,TA,Y,1
694,Detchd,1968.0,Unf,1,326,TA,TA,Y,1
695,Detchd,1995.0,Unf,2,576,TA,TA,Y,1
696,Attchd,1987.0,Unf,2,551,TA,TA,Y,1
697,Detchd,1921.0,Unf,1,205,TA,TA,Y,1
698,Detchd,1952.0,Unf,1,308,TA,TA,Y,1
699,Detchd,1973.0,Unf,1,336,TA,TA,Y,1
700,Attchd,2004.0,RFn,2,530,TA,TA,Y,1
701,Attchd,2002.0,Fin,3,765,TA,TA,Y,1
702,Attchd,1969.0,Unf,2,528,TA,TA,Y,1
703,BuiltIn,2006.0,Fin,3,666,TA,TA,Y,1
704,Detchd,1999.0,Unf,2,672,TA,TA,N,1
705,Attchd,2004.0,RFn,2,606,TA,TA,Y,1
706,No_Feature,0.0,No_Feature,0,0,No_Feature,No_Feature,N,0
707,Attchd,1971.0,Unf,2,739,TA,TA,Y,1
708,Attchd,2006.0,Fin,2,550,TA,TA,Y,1
709,Attchd,2007.0,Fin,2,400,TA,TA,Y,1
710,Attchd,1966.0,Unf,1,408,TA,TA,Y,1
711,No_Feature,0.0,No_Feature,0,0,No_Feature,No_Feature,N,0
712,Detchd,1964.0,RFn,1,384,TA,TA,N,1
713,Attchd,1988.0,Fin,2,472,TA,TA,Y,1
714,Detchd,1970.0,Unf,2,576,TA,TA,Y,1
715,Attchd,1976.0,RFn,2,475,TA,TA,Y,1
716,Attchd,1974.0,RFn,2,478,TA,TA,Y,1
717,Detchd,1996.0,Unf,2,704,TA,TA,P,1
718,Attchd,1973.0,Unf,2,439,TA,TA,Y,1
719,Attchd,1993.0,RFn,3,983,TA,TA,Y,1
720,Attchd,1969.0,Unf,1,300,TA,TA,Y,1
721,Attchd,1985.0,RFn,2,564,TA,TA,Y,1
722,Attchd,2004.0,RFn,2,420,TA,TA,Y,1
723,Detchd,1994.0,Unf,2,463,TA,TA,Y,1
724,Detchd,1958.0,Unf,1,548,TA,TA,Y,1
725,Attchd,2007.0,Fin,3,768,TA,TA,Y,1
726,Detchd,1989.0,Unf,2,660,TA,TA,Y,1
727,Attchd,1988.0,Fin,2,540,TA,TA,Y,1
728,Attchd,2007.0,RFn,2,632,TA,TA,Y,1
729,Detchd,1968.0,Unf,3,888,TA,TA,Y,1
730,Detchd,1962.0,Unf,2,539,TA,TA,Y,1
731,Attchd,1995.0,RFn,2,608,TA,TA,Y,1
732,Attchd,2003.0,Fin,2,438,TA,TA,Y,1
733,Attchd,1998.0,Fin,2,541,TA,TA,Y,1
734,Attchd,1961.0,RFn,1,264,TA,TA,Y,1
735,Attchd,1968.0,Unf,1,300,TA,TA,Y,1
736,Detchd,1914.0,Unf,2,320,TA,TA,N,1
737,Detchd,1949.0,Unf,2,400,TA,TA,Y,1
738,Attchd,2005.0,Fin,3,800,TA,TA,Y,1
739,No_Feature,0.0,No_Feature,0,0,No_Feature,No_Feature,Y,0
740,Attchd,2004.0,RFn,2,572,TA,TA,Y,1
741,Detchd,1910.0,Unf,2,360,TA,Gd,Y,1
742,Detchd,1962.0,Unf,1,288,TA,TA,Y,1
743,Attchd,2000.0,Unf,2,539,TA,TA,Y,1
744,Attchd,1997.0,RFn,2,480,TA,TA,Y,1
745,Attchd,1993.0,RFn,2,462,TA,TA,Y,1
746,BuiltIn,1994.0,Fin,2,831,TA,TA,Y,1
747,BuiltIn,2000.0,Fin,2,554,TA,TA,Y,1
748,Detchd,1950.0,Unf,4,864,TA,TA,N,1
749,Attchd,1996.0,Fin,2,527,TA,TA,Y,1
750,Detchd,1945.0,Unf,1,240,TA,TA,N,1
751,No_Feature,0.0,No_Feature,0,0,No_Feature,No_Feature,N,0
752,Attchd,2003.0,Fin,2,400,TA,TA,Y,1
753,Attchd,1997.0,RFn,2,576,TA,TA,Y,1
754,Attchd,2005.0,RFn,3,878,TA,TA,Y,1
755,Detchd,1969.0,RFn,2,440,TA,TA,Y,1
756,Detchd,1999.0,Unf,2,440,TA,TA,Y,1
757,Attchd,2007.0,RFn,2,578,TA,TA,Y,1
758,Attchd,1978.0,Fin,2,440,TA,TA,Y,1
759,Detchd,1999.0,Unf,2,440,TA,TA,Y,1
760,Attchd,1995.0,RFn,3,752,TA,TA,Y,1
761,Detchd,2008.0,Unf,1,300,Ex,Ex,Y,1
762,Detchd,1965.0,Unf,2,440,TA,TA,Y,1
763,Attchd,2009.0,Unf,2,614,TA,TA,Y,1
764,Attchd,1999.0,RFn,3,856,TA,TA,Y,1
765,Attchd,1995.0,Fin,2,481,TA,TA,Y,1
766,Attchd,2008.0,Fin,2,592,TA,TA,Y,1
767,Attchd,1988.0,Unf,2,496,TA,TA,Y,1
768,Attchd,1989.0,Unf,1,423,TA,TA,Y,1
769,Attchd,2004.0,Fin,2,484,TA,TA,Y,1
770,BuiltIn,2003.0,Fin,3,841,TA,TA,Y,1
771,Detchd,1983.0,Unf,2,576,TA,TA,Y,1
772,Detchd,1951.0,Unf,2,396,TA,TA,Y,1
773,Detchd,1976.0,Unf,2,672,TA,TA,Y,1
774,Attchd,1958.0,RFn,1,275,TA,TA,Y,1
775,Attchd,2006.0,Fin,3,895,TA,TA,Y,1
776,Attchd,1998.0,Fin,2,412,TA,TA,Y,1
777,Attchd,2005.0,RFn,3,865,TA,TA,Y,1
778,Attchd,1974.0,Unf,2,440,TA,TA,Y,1
779,Detchd,1977.0,Unf,2,630,TA,TA,Y,1
780,Attchd,1977.0,Unf,2,504,TA,TA,Y,1
781,Attchd,1995.0,Fin,2,402,TA,TA,Y,1
782,Attchd,1992.0,RFn,2,484,TA,TA,Y,1
783,Attchd,2001.0,RFn,2,605,TA,TA,Y,1
784,Attchd,1978.0,Fin,2,602,TA,TA,Y,1
785,No_Feature,0.0,No_Feature,0,0,No_Feature,No_Feature,Y,0
786,Attchd,1967.0,Unf,2,457,TA,TA,Y,1
787,Detchd,1961.0,Unf,1,416,TA,TA,Y,1
788,BuiltIn,2004.0,RFn,2,618,TA,TA,Y,1
789,Detchd,1954.0,Unf,1,281,Fa,TA,Y,1
790,Attchd,1966.0,Fin,2,444,TA,TA,Y,1
791,Attchd,2005.0,Fin,2,397,TA,TA,Y,1
792,Attchd,1976.0,RFn,2,539,TA,TA,Y,1
793,Attchd,1997.0,Unf,2,455,TA,TA,Y,1
794,Attchd,2007.0,Fin,2,474,TA,TA,Y,1
795,Attchd,1994.0,Fin,2,409,TA,TA,Y,1
796,Attchd,1980.0,Unf,2,476,TA,TA,Y,1
797,Attchd,1977.0,RFn,2,528,TA,TA,Y,1
798,Attchd,1953.0,Unf,1,240,TA,TA,Y,1
799,BuiltIn,2009.0,Fin,3,820,TA,TA,Y,1
800,Detchd,1939.0,Unf,1,240,TA,TA,Y,1
801,Attchd,1997.0,RFn,2,603,TA,TA,Y,1
802,Detchd,1957.0,Unf,2,440,TA,TA,Y,1
803,Attchd,2005.0,Fin,2,410,TA,TA,Y,1
804,BuiltIn,2009.0,RFn,3,1020,TA,TA,Y,1
805,Attchd,1954.0,Unf,1,286,TA,TA,Y,1
806,Attchd,2008.0,RFn,2,554,TA,TA,Y,1
807,Attchd,1967.0,Fin,1,384,TA,TA,Y,1
808,Attchd,1923.0,RFn,2,528,TA,TA,Y,1
809,Attchd,1966.0,RFn,2,484,TA,TA,Y,1
810,Detchd,1910.0,Unf,2,360,Fa,Po,N,1
811,Attchd,1974.0,RFn,2,484,TA,TA,Y,1
812,Attchd,2004.0,Fin,2,420,TA,TA,Y,1
813,Basment,1952.0,Unf,2,504,TA,TA,N,1
814,Attchd,1958.0,RFn,1,301,TA,TA,Y,1
815,Detchd,1955.0,Unf,1,280,TA,TA,P,1
816,Attchd,1998.0,RFn,2,598,TA,TA,Y,1
817,Attchd,1954.0,RFn,1,275,TA,TA,Y,1
818,Attchd,2002.0,RFn,3,857,TA,TA,Y,1
819,Attchd,1971.0,Unf,2,440,TA,TA,Y,1
820,Attchd,2010.0,RFn,2,484,TA,TA,Y,1
821,Attchd,2003.0,RFn,2,595,TA,TA,Y,1
822,Detchd,1974.0,Unf,2,576,TA,TA,Y,1
823,BuiltIn,2003.0,Fin,2,433,TA,TA,Y,1
824,Detchd,1940.0,Unf,1,240,TA,TA,Y,1
825,Attchd,2006.0,RFn,2,776,TA,TA,Y,1
826,Attchd,2007.0,Fin,3,1220,TA,TA,Y,1
827,No_Feature,0.0,No_Feature,0,0,No_Feature,No_Feature,Y,0
828,Attchd,2001.0,RFn,2,527,TA,TA,Y,1
829,Attchd,1967.0,Fin,2,538,TA,TA,Y,1
830,Detchd,2005.0,RFn,2,480,TA,TA,Y,1
831,Attchd,1957.0,RFn,2,458,TA,TA,Y,1
832,Detchd,2005.0,RFn,2,480,TA,TA,Y,1
833,Attchd,2003.0,RFn,2,613,TA,TA,Y,1
834,Attchd,1964.0,RFn,2,472,TA,TA,Y,1
835,Attchd,1961.0,Unf,2,456,TA,TA,Y,1
836,Attchd,1996.0,Unf,2,436,TA,TA,Y,1
837,Detchd,1948.0,Unf,2,812,TA,TA,Y,1
838,Detchd,1973.0,Unf,1,264,TA,TA,Y,1
839,Attchd,1999.0,Unf,1,352,TA,TA,Y,1
840,Detchd,1946.0,Unf,1,240,TA,TA,Y,1
841,Detchd,1934.0,Unf,1,400,TA,TA,P,1
842,Detchd,1983.0,Unf,2,686,Gd,TA,P,1
843,Attchd,1966.0,RFn,2,490,Gd,Gd,Y,1
844,No_Feature,0.0,No_Feature,0,0,No_Feature,No_Feature,Y,0
845,Detchd,1949.0,Unf,3,720,TA,TA,Y,1
846,Basment,1975.0,Fin,2,611,TA,TA,Y,1
847,Attchd,1993.0,Unf,2,425,TA,TA,Y,1
848,Attchd,1972.0,Unf,1,338,TA,TA,Y,1
849,Detchd,1908.0,Unf,2,360,Fa,TA,Y,1
850,Attchd,1976.0,RFn,2,512,TA,TA,Y,1
851,Attchd,2003.0,Fin,2,420,TA,TA,Y,1
852,Attchd,2003.0,Fin,2,400,TA,TA,Y,1
853,Detchd,1941.0,Unf,1,240,TA,TA,Y,1
854,Attchd,1964.0,RFn,2,645,TA,TA,Y,1
855,Attchd,1955.0,Unf,2,454,TA,TA,Y,1
856,Detchd,1962.0,Unf,1,260,TA,TA,Y,1
857,Detchd,1981.0,Unf,2,576,TA,Fa,Y,1
858,Attchd,1994.0,Fin,2,343,TA,TA,Y,1
859,Attchd,1976.0,RFn,2,479,TA,TA,Y,1
860,Attchd,1968.0,Unf,2,619,TA,TA,Y,1
861,Detchd,1925.0,Unf,1,216,TA,TA,Y,1
862,Attchd,1965.0,Unf,2,504,TA,TA,Y,1
863,Attchd,1986.0,Unf,2,480,TA,TA,Y,1
864,Attchd,1959.0,Unf,1,672,TA,TA,Y,1
865,Attchd,2008.0,Fin,2,529,TA,TA,Y,1
866,Detchd,1973.0,Unf,2,902,TA,TA,Y,1
867,Attchd,2007.0,RFn,3,870,TA,TA,Y,1
868,Attchd,1961.0,RFn,2,544,TA,TA,Y,1
869,Attchd,1979.0,Unf,2,672,TA,TA,P,1
870,Attchd,1993.0,Fin,2,574,TA,TA,Y,1
871,Detchd,1962.0,Unf,1,308,TA,TA,Y,1
872,Attchd,1998.0,RFn,2,523,TA,TA,Y,1
873,Attchd,1953.0,Unf,2,414,TA,TA,Y,1
874,Attchd,1949.0,Unf,1,288,TA,TA,Y,1
875,Detchd,1941.0,Unf,1,200,TA,TA,Y,1
876,BuiltIn,2007.0,Fin,2,550,TA,TA,Y,1
877,Attchd,1963.0,Unf,2,648,TA,TA,Y,1
878,Attchd,2004.0,Fin,3,738,TA,TA,Y,1
879,Detchd,1987.0,Unf,2,576,TA,TA,Y,1
880,Attchd,1978.0,Unf,1,336,TA,TA,Y,1
